id,prediction
576,0.37224
577,0.0
578,141.80415
579,367.87632
580,907.9864
581,1647.98358
582,2787.19622
583,3694.64499
584,4191.99308
585,4676.47363
586,4658.82841
587,4487.95199
588,4332.58121
589,3147.5839
590,2921.87528
591,2144.96722
592,1630.12155
593,1192.66703
594,610.79973
595,353.7714
596,129.74613
597,0.0
598,0.0
599,0.0
600,0.04176
601,0.0
602,108.02159
603,365.90746
604,698.81832
605,1488.69197
606,2468.73894
607,3569.43659
608,4284.97711
609,4621.92869
610,4753.04027
611,4794.16082
612,4713.08475
613,4096.39192
614,3045.47876
615,2223.23212
616,1511.26817
617,859.19257
618,518.65148
619,323.06939
620,124.41342
621,0.0
622,0.0
623,0.0
624,0.0
625,0.07753
626,128.52115
627,336.87756
628,458.62928
629,646.41244
630,1008.95335
631,1226.01596
632,1068.26911
633,1429.06102
634,1529.80673
635,1092.55753
636,1105.50347
637,1231.43359
638,966.53147
639,1019.93874
640,688.34384
641,419.11624
642,224.85044
643,97.94936
644,16.54941
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,13.73522
651,92.01422
652,138.10653
653,280.79507
654,435.6541
655,545.50577
656,459.54602
657,447.72495
658,609.43403
659,812.42212
660,784.78574
661,941.54433
662,971.59594
663,745.84268
664,642.76208
665,453.97881
666,258.63006
667,116.19889
668,22.20964
669,1.78131
670,1.78131
671,1.64127
672,0.0
673,0.0
674,100.06091
675,325.8441
676,692.24162
677,1364.32021
678,2150.28051
679,3079.25551
680,3782.92995
681,4061.97131
682,4348.43385
683,4109.86423
684,4010.04636
685,3820.12
686,3213.17802
687,2073.03742
688,1217.6819
689,880.1442
690,446.46946
691,264.65461
692,106.1586
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,74.13923
699,272.63813
700,417.99214
701,474.60378
702,531.83537
703,835.88967
704,1577.95617
705,2869.34564
706,3459.23488
707,3534.78621
708,3539.99408
709,3270.08701
710,1784.93862
711,1304.87964
712,809.05319
713,603.41677
714,411.78755
715,264.59585
716,84.21392
717,0.0
718,0.0
719,0.0
720,0.85184
721,0.85184
722,0.85184
723,2.10144
724,39.32809
725,144.09237
726,280.22445
727,384.38901
728,399.50574
729,456.72228
730,517.88283
731,459.73703
732,376.45869
733,327.29797
734,373.02353
735,240.42676
736,157.58579
737,93.66366
738,33.87176
739,2.43853
740,0.72895
741,0.72895
742,0.70013
743,0.74287
744,1.29673
745,1.0824
746,1.0824
747,17.64418
748,94.89062
749,220.65564
750,301.33347
751,440.60247
752,613.78588
753,707.19577
754,726.0058
755,766.82051
756,721.12643
757,670.70493
758,586.83208
759,396.94514
760,254.99251
761,133.38649
762,49.37852
763,8.10192
764,1.05757
765,1.24366
766,0.46662
767,0.0
768,0.73147
769,1.03531
770,1.03531
771,34.39009
772,108.71707
773,240.03667
774,481.56678
775,664.64673
776,823.81999
777,907.61132
778,946.72649
779,905.68582
780,910.16182
781,725.35756
782,567.70503
783,373.85727
784,242.60481
785,137.28236
786,59.74498
787,17.48903
788,0.88629
789,0.88629
790,0.9274
791,0.97015
792,0.75847
793,0.75847
794,2.1661
795,20.81733
796,88.62662
797,229.94748
798,431.19147
799,572.81119
800,670.30881
801,562.37975
802,602.59651
803,601.76366
804,650.50801
805,581.89843
806,600.87471
807,429.53442
808,312.26271
809,155.03055
810,53.50431
811,18.6754
812,1.09772
813,1.09772
814,1.09772
815,1.01971
816,0.0
817,1.0327
818,6.31869
819,49.28321
820,121.59037
821,255.42278
822,491.31364
823,645.64353
824,812.43516
825,798.29136
826,907.67378
827,962.11305
828,946.78125
829,781.40101
830,647.86433
831,473.47178
832,353.73004
833,159.00324
834,72.72882
835,28.67998
836,3.3894
837,0.58246
838,0.58246
839,0.6252
840,0.65787
841,0.9617
842,7.75809
843,47.04778
844,165.08974
845,332.14316
846,489.94997
847,686.56489
848,777.45174
849,766.78326
850,731.40362
851,709.19113
852,613.30166
853,713.98958
854,647.25026
855,423.79748
856,306.4138
857,169.01845
858,73.06231
859,26.04379
860,3.3894
861,0.83144
862,0.83144
863,0.66631
864,0.94796
865,0.94796
866,8.83773
867,61.53059
868,173.2148
869,336.22301
870,503.32119
871,709.1597
872,830.27075
873,872.3413
874,855.77146
875,946.66009
876,835.26048
877,743.24612
878,614.62257
879,410.03364
880,296.66943
881,156.23253
882,75.36489
883,28.49388
884,2.80502
885,1.0128
886,1.0128
887,0.88523
888,0.99419
889,1.03531
890,1.03531
891,8.138
892,30.60233
893,70.96369
894,101.08649
895,130.74142
896,159.37261
897,186.97946
898,208.58794
899,381.48145
900,424.08648
901,433.06598
902,382.71659
903,292.55116
904,222.5498
905,129.74946
906,56.81055
907,21.56545
908,2.14676
909,0.9274
910,0.9274
911,0.97015
912,1.07911
913,1.07911
914,7.56398
915,33.00855
916,72.02977
917,126.99726
918,204.14307
919,328.9794
920,250.4644
921,224.61909
922,372.39487
923,354.40929
924,336.12739
925,379.54796
926,337.50819
927,224.53399
928,142.56969
929,92.59179
930,45.51391
931,3.29826
932,0.60216
933,0.38783
934,0.38783
935,0.38783
936,1.12867
937,1.07911
938,3.44754
939,12.87389
940,36.45559
941,73.48496
942,125.03671
943,203.79714
944,418.20444
945,437.86091
946,432.75023
947,448.17875
948,275.25296
949,237.23136
950,194.16663
951,168.69507
952,94.91588
953,72.7356
954,39.51658
955,10.53898
956,2.30002
957,0.97696
958,1.00579
959,1.04853
960,1.15749
961,1.12867
962,1.83602
963,12.97604
964,60.26638
965,138.93561
966,231.61588
967,344.0385
968,341.3577
969,180.83419
970,219.46247
971,257.84959
972,291.47684
973,291.9396
974,302.72161
975,257.70564
976,244.56003
977,164.93164
978,90.59619
979,34.7308
980,5.22704
981,0.8649
982,0.8649
983,0.90764
984,1.03531
985,1.07382
986,10.45192
987,38.67801
988,83.95251
989,164.80107
990,258.66276
991,293.8167
992,365.48389
993,410.00523
994,480.63853
995,422.2234
996,377.11224
997,239.95091
998,235.87527
999,176.41166
1000,135.07022
1001,100.51952
1002,43.52149
1003,10.46508
1004,0.93585
1005,0.93585
1006,0.66735
1007,0.73926
1008,1.06617
1009,0.85184
1010,16.57449
1011,36.16129
1012,78.05077
1013,160.13001
1014,296.09815
1015,342.46493
1016,455.88017
1017,446.31267
1018,468.83673
1019,439.37747
1020,494.20744
1021,478.64681
1022,438.70445
1023,325.99554
1024,218.26734
1025,134.0389
1026,78.84016
1027,30.4385
1028,5.86638
1029,0.64527
1030,0.64527
1031,0.64421
1032,0.79698
1033,0.79698
1034,7.2795
1035,38.69518
1036,123.16555
1037,213.9911
1038,282.86329
1039,324.29693
1040,530.62028
1041,589.77421
1042,654.63343
1043,593.17301
1044,540.6515
1045,470.05757
1046,309.56058
1047,168.09459
1048,126.12774
1049,75.14055
1050,34.78449
1051,12.74603
1052,0.9274
1053,0.97696
1054,1.09772
1055,1.14046
1056,1.03531
1057,1.03531
1058,1.74266
1059,13.2464
1060,58.46546
1061,131.71114
1062,187.41932
1063,223.43299
1064,328.62624
1065,424.51899
1066,353.53783
1067,371.96212
1068,361.40423
1069,305.21377
1070,273.96039
1071,249.69167
1072,163.69784
1073,101.1241
1074,51.37822
1075,27.09731
1076,2.86731
1077,0.8783
1078,0.8158
1079,0.85854
1080,0.96751
1081,0.96751
1082,1.67486
1083,31.66472
1084,67.58654
1085,110.20227
1086,178.87896
1087,287.44613
1088,462.37169
1089,511.68962
1090,543.47539
1091,607.92699
1092,542.40211
1093,469.9119
1094,276.51857
1095,270.52568
1096,209.03748
1097,178.35331
1098,75.59197
1099,26.01988
1100,0.8836
1101,0.8836
1102,0.8836
1103,0.92634
1104,1.07911
1105,1.07911
1106,2.5882
1107,19.50701
1108,63.6432
1109,99.77191
1110,141.65385
1111,187.85244
1112,226.80686
1113,278.0167
1114,339.63167
1115,379.83171
1116,434.92907
1117,394.13037
1118,328.48762
1119,257.62253
1120,203.1693
1121,149.86999
1122,101.00742
1123,44.63375
1124,13.69541
1125,0.9274
1126,0.9274
1127,0.97015
1128,1.75447
1129,3.4553
1130,23.48932
1131,82.17432
1132,217.96311
1133,380.74083
1134,588.83504
1135,759.49374
1136,893.99183
1137,1012.00507
1138,1009.86562
1139,997.8167
1140,987.58409
1141,943.10923
1142,794.17472
1143,593.23568
1144,386.38879
1145,238.17737
1146,124.90787
1147,52.38146
1148,15.93056
1149,0.88629
1150,0.88629
1151,0.88629
1152,0.31482
1153,2.76205
1154,27.30734
1155,76.3419
1156,157.43313
1157,332.14441
1158,451.64125
1159,598.30011
1160,759.54837
1161,908.03552
1162,891.1657
1163,619.48779
1164,451.28977
1165,334.26197
1166,370.3984
1167,325.88633
1168,272.54846
1169,128.83137
1170,73.01571
1171,34.81323
1172,11.71697
1173,1.01645
1174,1.01645
1175,1.01645
1176,1.08756
1177,1.08756
1178,12.18649
1179,43.03271
1180,101.92309
1181,203.42868
1182,447.61997
1183,644.3264
1184,671.37222
1185,825.89434
1186,856.84077
1187,952.49171
1188,904.18621
1189,872.28999
1190,736.61043
1191,542.93153
1192,374.63271
1193,241.16203
1194,127.43042
1195,52.13742
1196,17.15697
1197,1.01645
1198,1.01645
1199,1.01645
1200,0.65787
1201,2.10842
1202,27.79297
1203,80.05523
1204,198.96484
1205,369.87294
1206,537.32248
1207,717.03839
1208,828.60216
1209,943.60575
1210,968.42106
1211,953.53811
1212,948.27109
1213,896.30041
1214,748.23456
1215,545.24942
1216,371.03703
1217,241.2842
1218,127.23899
1219,53.66981
1220,18.59154
1221,0.88629
1222,0.83144
1223,0.83144
1224,0.93292
1225,2.07399
1226,21.61608
1227,71.87126
1228,187.35131
1229,295.19722
1230,477.61208
1231,694.7151
1232,775.27
1233,879.70887
1234,885.07381
1235,754.65433
1236,616.59953
1237,764.99973
1238,458.94981
1239,376.77043
1240,321.91323
1241,176.04551
1242,109.25314
1243,47.29303
1244,8.61366
1245,0.68302
1246,0.68302
1247,0.68302
1248,0.07332
1249,0.85037
1250,3.78761
1251,26.47959
1252,76.54825
1253,154.94033
1254,198.7669
1255,295.42031
1256,209.93333
1257,77.39629
1258,325.45621
1259,718.91698
1260,742.40206
1261,792.14621
1262,687.17667
1263,527.34187
1264,337.24013
1265,215.98033
1266,109.12928
1267,50.60615
1268,14.61717
1269,0.56448
1270,0.64286
1271,0.64286
1272,0.0
1273,0.0
1274,1.13569
1275,29.51464
1276,48.52662
1277,69.89286
1278,113.40885
1279,179.73516
1280,284.27423
1281,354.86412
1282,326.27828
1283,281.72583
1284,304.67876
1285,353.99449
1286,356.76083
1287,361.36068
1288,267.63219
1289,154.59299
1290,108.9387
1291,50.77788
1292,15.97792
1293,0.88629
1294,0.93585
1295,0.93585
1296,0.68005
1297,1.63417
1298,21.59406
1299,79.88978
1300,179.17859
1301,334.52241
1302,480.61643
1303,621.26245
1304,756.0201
1305,863.76237
1306,876.31847
1307,894.5472
1308,806.44074
1309,628.33675
1310,607.75762
1311,464.19599
1312,317.78417
1313,203.12229
1314,93.00659
1315,41.24834
1316,11.89383
1317,0.54868
1318,0.54868
1319,0.60464
1320,0.88846
1321,1.90367
1322,20.28724
1323,70.23946
1324,179.31705
1325,289.93693
1326,461.33953
1327,604.24994
1328,723.89082
1329,871.00581
1330,901.5788
1331,911.66923
1332,892.1944
1333,844.84515
1334,626.37769
1335,408.97955
1336,315.50459
1337,183.55151
1338,109.90732
1339,50.91138
1340,8.97965
1341,0.64286
1342,0.68302
1343,0.68302
1344,1.92643
1345,1.91737
1346,19.58003
1347,55.90081
1348,128.54317
1349,193.4291
1350,222.13411
1351,249.5461
1352,303.22258
1353,338.5627
1354,453.74996
1355,363.2591
1356,331.22015
1357,378.95225
1358,321.58433
1359,280.04645
1360,142.86907
1361,95.46848
1362,51.84212
1363,18.5761
1364,1.11712
1365,0.13515
1366,0.18471
1367,0.21354
1368,0.23772
1369,0.23772
1370,2.82923
1371,17.24482
1372,44.92646
1373,62.96921
1374,98.77434
1375,137.33646
1376,137.44314
1377,137.62207
1378,145.98473
1379,220.30997
1380,229.39473
1381,256.56423
1382,254.99248
1383,185.62843
1384,128.78195
1385,96.4861
1386,57.96779
1387,18.07156
1388,1.41742
1389,0.67538
1390,0.91178
1391,2.05012
1392,1.98062
1393,3.21933
1394,20.16859
1395,69.35358
1396,165.42882
1397,260.72852
1398,198.12961
1399,310.25816
1400,529.0511
1401,789.45701
1402,855.78198
1403,818.83227
1404,677.43379
1405,648.19585
1406,461.01189
1407,193.97907
1408,254.31547
1409,151.75241
1410,106.69608
1411,48.05088
1412,17.80216
1413,1.52292
1414,1.52292
1415,1.52292
1416,1.32548
1417,2.29081
1418,16.16878
1419,44.291
1420,103.00508
1421,104.1749
1422,93.04433
1423,167.26157
1424,304.51586
1425,270.76744
1426,447.2645
1427,534.86772
1428,617.37167
1429,325.31122
1430,366.69756
1431,312.88915
1432,182.76292
1433,140.9689
1434,80.68497
1435,45.12501
1436,14.83128
1437,0.99586
1438,0.81218
1439,0.81218
1440,0.37525
1441,0.37525
1442,0.37525
1443,5.68009
1444,32.32349
1445,89.18459
1446,209.63758
1447,350.84327
1448,356.40661
1449,348.75852
1450,436.64214
1451,487.96151
1452,353.28845
1453,363.69717
1454,409.48458
1455,311.93361
1456,208.43335
1457,109.35706
1458,35.2013
1459,0.0
1460,0.43666
1461,0.43666
1462,0.43666
1463,0.37525
1464,0.282
1465,0.282
1466,0.282
1467,10.93169
1468,57.09393
1469,117.72598
1470,220.88403
1471,320.27978
1472,422.23789
1473,603.84047
1474,585.20526
1475,611.61205
1476,572.79484
1477,522.48598
1478,446.72719
1479,375.75798
1480,252.29099
1481,132.00609
1482,51.4266
1483,4.41111
1484,1.77166
1485,0.34341
1486,0.34341
1487,0.282
1488,0.282
1489,0.282
1490,0.282
1491,28.86517
1492,85.20689
1493,184.84135
1494,347.02014
1495,520.3
1496,655.83237
1497,732.25675
1498,793.40552
1499,744.65369
1500,744.51293
1501,638.61556
1502,501.57714
1503,364.20726
1504,232.77263
1505,135.79655
1506,70.97149
1507,16.83879
1508,0.70295
1509,0.20967
1510,0.20967
1511,0.14825
1512,0.37227
1513,0.37227
1514,0.98495
1515,24.19344
1516,75.91114
1517,178.03124
1518,328.26674
1519,513.71711
1520,580.76085
1521,570.30006
1522,541.79159
1523,578.65117
1524,533.43706
1525,447.08853
1526,468.85192
1527,421.69717
1528,316.10722
1529,137.20173
1530,56.89583
1531,21.85649
1532,1.00187
1533,0.41296
1534,0.41296
1535,0.35155
1536,0.37227
1537,0.48529
1538,7.59647
1539,36.20321
1540,94.40596
1541,190.07906
1542,335.02219
1543,499.59194
1544,660.66226
1545,722.05136
1546,717.6756
1547,734.87412
1548,747.18936
1549,680.32374
1550,569.67845
1551,451.50451
1552,302.5808
1553,170.1775
1554,83.61786
1555,26.79944
1556,0.673
1557,0.41296
1558,0.54671
1559,0.48529
1560,0.48529
1561,0.48529
1562,8.12299
1563,41.11289
1564,101.8696
1565,195.92952
1566,336.19938
1567,485.30455
1568,604.78488
1569,633.8551
1570,637.75386
1571,675.63426
1572,617.26036
1573,627.00031
1574,485.19041
1575,418.69487
1576,271.65203
1577,135.68463
1578,84.34625
1579,28.85069
1580,0.80675
1581,0.54671
1582,0.54671
1583,0.48529
1584,0.48529
1585,0.48529
1586,10.82451
1587,41.97617
1588,104.16363
1589,207.13215
1590,365.15407
1591,542.79256
1592,671.19905
1593,693.81409
1594,697.15801
1595,694.63966
1596,699.78065
1597,608.78686
1598,493.10741
1599,396.90163
1600,270.71191
1601,155.36869
1602,85.33019
1603,26.93319
1604,1.11551
1605,0.43368
1606,0.43368
1607,0.00891
1608,0.37227
1609,0.37227
1610,1.29944
1611,11.00716
1612,31.18516
1613,48.7951
1614,59.53668
1615,99.44275
1616,135.58353
1617,141.68632
1618,175.54343
1619,250.16871
1620,358.56831
1621,458.0122
1622,332.54953
1623,270.5798
1624,216.66087
1625,121.12083
1626,65.90855
1627,24.51202
1628,1.92693
1629,0.54671
1630,0.54671
1631,0.48529
1632,0.37227
1633,0.37227
1634,8.39808
1635,34.39188
1636,63.64507
1637,100.20375
1638,215.05886
1639,354.84453
1640,426.39524
1641,444.52975
1642,449.1742
1643,375.60106
1644,470.93625
1645,480.57109
1646,334.46306
1647,316.35175
1648,157.24279
1649,79.04084
1650,51.3144
1651,8.59103
1652,0.0
1653,0.0
1654,0.0
1655,0.00891
1656,0.48529
1657,0.48529
1658,4.60806
1659,16.80583
1660,35.92337
1661,50.02276
1662,130.73665
1663,213.06431
1664,409.75354
1665,354.1252
1666,292.24392
1667,288.26526
1668,284.06669
1669,254.85176
1670,166.66583
1671,103.69709
1672,103.72095
1673,60.06947
1674,44.31165
1675,8.53125
1676,0.0
1677,0.18335
1678,0.54671
1679,0.48529
1680,0.48529
1681,0.48529
1682,1.82839
1683,14.08005
1684,46.47991
1685,100.74897
1686,202.38788
1687,362.3296
1688,370.05439
1689,244.61758
1690,216.00816
1691,293.63699
1692,340.81323
1693,352.94982
1694,325.01976
1695,318.50984
1696,262.30115
1697,169.85565
1698,98.85351
1699,36.3151
1700,5.34796
1701,0.54671
1702,0.54671
1703,0.48529
1704,0.37227
1705,0.37227
1706,13.13293
1707,37.76112
1708,77.07752
1709,151.2135
1710,205.96919
1711,292.6529
1712,352.12565
1713,404.79708
1714,322.05552
1715,382.29142
1716,373.45327
1717,334.2808
1718,258.47733
1719,194.49376
1720,202.27347
1721,89.79858
1722,57.9289
1723,11.47592
1724,1.58103
1725,0.49593
1726,0.43368
1727,0.37227
1728,0.26222
1729,0.26222
1730,11.45565
1731,33.83069
1732,72.98487
1733,124.78273
1734,233.652
1735,352.57182
1736,410.42299
1737,462.49531
1738,521.36106
1739,506.24527
1740,338.34554
1741,351.11718
1742,310.88416
1743,289.21595
1744,198.10677
1745,117.72234
1746,76.45366
1747,31.59972
1748,2.83419
1749,0.32363
1750,0.32363
1751,0.26222
1752,0.26222
1753,0.26222
1754,7.78185
1755,32.41986
1756,91.98349
1757,161.97612
1758,237.23469
1759,351.12198
1760,454.87639
1761,449.90424
1762,445.66977
1763,456.91128
1764,460.65864
1765,423.85081
1766,262.53067
1767,161.62281
1768,138.68344
1769,70.09905
1770,43.01384
1771,14.60523
1772,1.31656
1773,0.32363
1774,0.32363
1775,0.26222
1776,0.16897
1777,0.16897
1778,0.85314
1779,11.47373
1780,47.79792
1781,80.59631
1782,120.35858
1783,155.75758
1784,228.16256
1785,278.62068
1786,321.43211
1787,297.63126
1788,282.04471
1789,246.47381
1790,214.45572
1791,184.84523
1792,147.27544
1793,79.7953
1794,53.23273
1795,23.29263
1796,0.65692
1797,0.23038
1798,0.23038
1799,0.16897
1800,0.16897
1801,0.16897
1802,4.63249
1803,24.31977
1804,63.03195
1805,81.74883
1806,117.58138
1807,242.6275
1808,276.56057
1809,396.1266
1810,389.65561
1811,440.75118
1812,430.51179
1813,421.59331
1814,292.519
1815,232.4941
1816,181.98187
1817,147.0536
1818,80.06396
1819,26.94529
1820,0.43745
1821,0.23038
1822,0.23038
1823,0.16897
1824,0.23123
1825,0.16897
1826,3.13456
1827,19.10623
1828,50.0286
1829,85.06404
1830,109.83061
1831,133.01957
1832,152.74335
1833,251.0002
1834,282.17574
1835,250.09282
1836,298.8665
1837,306.64814
1838,247.71335
1839,187.24136
1840,147.90609
1841,130.53428
1842,94.69163
