pv_measurement,time_year,time_month,time_day,time_hour,location_A,location_B,location_C
0.0,2019,1,6,13,0,1,0
0.0,2019,1,6,14,0,1,0
0.0,2019,1,6,15,0,1,0
0.0,2019,1,6,16,0,1,0
0.0,2019,1,6,17,0,1,0
0.0,2019,1,6,18,0,1,0
0.0,2019,1,6,19,0,1,0
0.0,2019,1,6,20,0,1,0
0.0,2019,1,6,21,0,1,0
0.0,2019,1,6,22,0,1,0
0.0,2019,1,6,23,0,1,0
0.0,2019,1,7,0,0,1,0
0.0,2019,1,7,1,0,1,0
0.0,2019,1,7,2,0,1,0
0.0,2019,1,7,3,0,1,0
0.0,2019,1,7,4,0,1,0
0.0,2019,1,7,5,0,1,0
0.0,2019,1,7,6,0,1,0
0.0,2019,1,7,7,0,1,0
0.0,2019,1,7,8,0,1,0
1.725,2019,1,7,9,0,1,0
12.075,2019,1,7,10,0,1,0
20.7,2019,1,7,11,0,1,0
6.0375,2019,1,7,12,0,1,0
0.0,2019,1,7,13,0,1,0
0.0,2019,1,7,14,0,1,0
0.0,2019,1,7,15,0,1,0
0.0,2019,1,7,16,0,1,0
0.0,2019,1,7,17,0,1,0
0.0,2019,1,7,18,0,1,0
0.0,2019,1,7,19,0,1,0
0.0,2019,1,7,20,0,1,0
0.0,2019,1,7,21,0,1,0
0.0,2019,1,7,22,0,1,0
0.0,2019,1,7,23,0,1,0
0.0,2019,1,8,0,0,1,0
0.0,2019,1,8,1,0,1,0
0.0,2019,1,8,2,0,1,0
0.0,2019,1,8,3,0,1,0
0.0,2019,1,8,4,0,1,0
0.0,2019,1,8,5,0,1,0
0.0,2019,1,8,6,0,1,0
0.0,2019,1,8,7,0,1,0
0.0,2019,1,8,8,0,1,0
0.0,2019,1,8,9,0,1,0
0.8625,2019,1,8,10,0,1,0
18.975,2019,1,8,11,0,1,0
18.975,2019,1,8,12,0,1,0
0.0,2019,1,8,13,0,1,0
0.0,2019,1,8,14,0,1,0
0.0,2019,1,8,15,0,1,0
0.0,2019,1,8,16,0,1,0
0.0,2019,1,8,17,0,1,0
0.0,2019,1,8,18,0,1,0
0.0,2019,1,8,19,0,1,0
0.0,2019,1,8,20,0,1,0
0.0,2019,1,8,21,0,1,0
0.0,2019,1,8,22,0,1,0
0.0,2019,1,8,23,0,1,0
0.0,2019,1,9,0,0,1,0
0.0,2019,1,9,1,0,1,0
0.0,2019,1,9,2,0,1,0
0.0,2019,1,9,3,0,1,0
0.0,2019,1,9,4,0,1,0
0.0,2019,1,9,5,0,1,0
0.0,2019,1,9,6,0,1,0
0.0,2019,1,9,7,0,1,0
0.0,2019,1,9,8,0,1,0
1.725,2019,1,9,9,0,1,0
6.9,2019,1,9,10,0,1,0
23.2875,2019,1,9,11,0,1,0
15.525,2019,1,9,12,0,1,0
1.725,2019,1,9,13,0,1,0
0.0,2019,1,9,14,0,1,0
0.0,2019,1,9,15,0,1,0
0.0,2019,1,9,16,0,1,0
0.0,2019,1,9,17,0,1,0
0.0,2019,1,9,18,0,1,0
0.0,2019,1,9,19,0,1,0
0.0,2019,1,9,20,0,1,0
0.0,2019,1,9,21,0,1,0
0.0,2019,1,9,22,0,1,0
0.0,2019,1,9,23,0,1,0
0.0,2019,1,10,0,0,1,0
0.0,2019,1,10,1,0,1,0
0.0,2019,1,10,2,0,1,0
0.0,2019,1,10,3,0,1,0
0.0,2019,1,10,4,0,1,0
0.0,2019,1,10,5,0,1,0
0.0,2019,1,10,6,0,1,0
0.0,2019,1,10,7,0,1,0
0.0,2019,1,10,8,0,1,0
0.0,2019,1,10,9,0,1,0
0.0,2019,1,10,10,0,1,0
2.5875,2019,1,10,11,0,1,0
5.175,2019,1,10,12,0,1,0
0.0,2019,1,10,13,0,1,0
0.0,2019,1,10,14,0,1,0
0.0,2019,1,10,15,0,1,0
0.0,2019,1,10,16,0,1,0
0.0,2019,1,10,17,0,1,0
0.0,2019,1,10,18,0,1,0
0.0,2019,1,10,19,0,1,0
0.0,2019,1,10,20,0,1,0
0.0,2019,1,10,21,0,1,0
0.0,2019,1,10,22,0,1,0
0.0,2019,1,10,23,0,1,0
0.0,2019,1,11,0,0,1,0
0.0,2019,1,11,1,0,1,0
0.0,2019,1,11,2,0,1,0
0.0,2019,1,11,3,0,1,0
0.0,2019,1,11,4,0,1,0
0.0,2019,1,11,5,0,1,0
0.0,2019,1,11,6,0,1,0
0.0,2019,1,11,7,0,1,0
0.0,2019,1,11,8,0,1,0
5.175,2019,1,11,9,0,1,0
9.4875,2019,1,11,10,0,1,0
3.45,2019,1,11,11,0,1,0
10.35,2019,1,11,12,0,1,0
0.0,2019,1,11,13,0,1,0
0.0,2019,1,11,14,0,1,0
0.0,2019,1,11,15,0,1,0
0.0,2019,1,11,16,0,1,0
0.0,2019,1,11,17,0,1,0
0.0,2019,1,11,18,0,1,0
0.0,2019,1,11,19,0,1,0
0.0,2019,1,11,20,0,1,0
0.0,2019,1,11,21,0,1,0
0.0,2019,1,11,22,0,1,0
0.0,2019,1,11,23,0,1,0
0.0,2019,1,12,0,0,1,0
0.0,2019,1,12,1,0,1,0
0.0,2019,1,12,2,0,1,0
0.0,2019,1,12,3,0,1,0
0.0,2019,1,12,4,0,1,0
0.0,2019,1,12,5,0,1,0
0.0,2019,1,12,6,0,1,0
0.0,2019,1,12,7,0,1,0
0.0,2019,1,12,8,0,1,0
2.5875,2019,1,12,9,0,1,0
12.075,2019,1,12,10,0,1,0
25.0125,2019,1,12,11,0,1,0
16.3875,2019,1,12,12,0,1,0
9.4875,2019,1,12,13,0,1,0
0.0,2019,1,12,14,0,1,0
0.0,2019,1,12,15,0,1,0
0.0,2019,1,12,16,0,1,0
0.0,2019,1,12,17,0,1,0
0.0,2019,1,12,18,0,1,0
0.0,2019,1,12,19,0,1,0
0.0,2019,1,12,20,0,1,0
0.0,2019,1,12,21,0,1,0
0.0,2019,1,12,22,0,1,0
0.0,2019,1,12,23,0,1,0
0.0,2019,1,13,0,0,1,0
0.0,2019,1,13,1,0,1,0
0.0,2019,1,13,2,0,1,0
0.0,2019,1,13,3,0,1,0
0.0,2019,1,13,4,0,1,0
0.0,2019,1,13,5,0,1,0
0.0,2019,1,13,6,0,1,0
0.0,2019,1,13,7,0,1,0
0.0,2019,1,13,8,0,1,0
0.0,2019,1,13,9,0,1,0
2.5875,2019,1,13,10,0,1,0
3.45,2019,1,13,11,0,1,0
6.9,2019,1,13,12,0,1,0
3.45,2019,1,13,13,0,1,0
0.0,2019,1,13,14,0,1,0
0.0,2019,1,13,15,0,1,0
0.0,2019,1,13,16,0,1,0
0.0,2019,1,13,17,0,1,0
0.0,2019,1,13,18,0,1,0
0.0,2019,1,13,19,0,1,0
0.0,2019,1,13,20,0,1,0
0.0,2019,1,13,21,0,1,0
0.0,2019,1,13,22,0,1,0
0.0,2019,1,13,23,0,1,0
0.0,2019,1,14,0,0,1,0
0.0,2019,1,14,1,0,1,0
0.0,2019,1,14,2,0,1,0
0.0,2019,1,14,3,0,1,0
0.0,2019,1,14,4,0,1,0
0.0,2019,1,14,5,0,1,0
0.0,2019,1,14,6,0,1,0
0.0,2019,1,14,7,0,1,0
0.0,2019,1,14,8,0,1,0
4.3125,2019,1,14,9,0,1,0
14.6625,2019,1,14,10,0,1,0
4.3125,2019,1,14,11,0,1,0
8.625,2019,1,14,12,0,1,0
2.5875,2019,1,14,13,0,1,0
0.0,2019,1,14,14,0,1,0
0.0,2019,1,14,15,0,1,0
0.0,2019,1,14,16,0,1,0
0.0,2019,1,14,17,0,1,0
0.0,2019,1,14,18,0,1,0
0.0,2019,1,14,19,0,1,0
0.0,2019,1,14,20,0,1,0
0.0,2019,1,14,21,0,1,0
0.0,2019,1,14,22,0,1,0
0.0,2019,1,14,23,0,1,0
0.0,2019,1,15,0,0,1,0
0.0,2019,1,15,1,0,1,0
0.0,2019,1,15,2,0,1,0
0.0,2019,1,15,3,0,1,0
0.0,2019,1,15,4,0,1,0
0.0,2019,1,15,5,0,1,0
0.0,2019,1,15,6,0,1,0
0.0,2019,1,15,7,0,1,0
0.0,2019,1,15,8,0,1,0
0.0,2019,1,15,9,0,1,0
0.0,2019,1,15,10,0,1,0
0.0,2019,1,15,11,0,1,0
0.0,2019,1,15,12,0,1,0
0.0,2019,1,15,13,0,1,0
0.0,2019,1,15,14,0,1,0
0.0,2019,1,15,15,0,1,0
0.0,2019,1,15,16,0,1,0
0.0,2019,1,15,17,0,1,0
0.0,2019,1,15,18,0,1,0
0.0,2019,1,15,19,0,1,0
0.0,2019,1,15,20,0,1,0
0.0,2019,1,15,21,0,1,0
0.0,2019,1,15,22,0,1,0
0.0,2019,1,15,23,0,1,0
0.0,2019,1,16,0,0,1,0
0.0,2019,1,16,1,0,1,0
0.0,2019,1,16,2,0,1,0
0.0,2019,1,16,3,0,1,0
0.0,2019,1,16,4,0,1,0
0.0,2019,1,16,5,0,1,0
0.0,2019,1,16,6,0,1,0
0.0,2019,1,16,7,0,1,0
0.0,2019,1,16,8,0,1,0
0.0,2019,1,16,9,0,1,0
0.0,2019,1,16,10,0,1,0
0.0,2019,1,16,11,0,1,0
0.0,2019,1,16,12,0,1,0
0.0,2019,1,16,13,0,1,0
0.0,2019,1,16,14,0,1,0
0.0,2019,1,16,15,0,1,0
0.0,2019,1,16,16,0,1,0
0.0,2019,1,16,17,0,1,0
0.0,2019,1,16,18,0,1,0
0.0,2019,1,16,19,0,1,0
0.0,2019,1,16,20,0,1,0
0.0,2019,1,16,21,0,1,0
0.0,2019,1,16,22,0,1,0
0.0,2019,1,16,23,0,1,0
0.0,2019,1,17,0,0,1,0
0.0,2019,1,17,1,0,1,0
0.0,2019,1,17,2,0,1,0
0.0,2019,1,17,3,0,1,0
0.0,2019,1,17,4,0,1,0
0.0,2019,1,17,5,0,1,0
0.0,2019,1,17,6,0,1,0
0.0,2019,1,17,7,0,1,0
0.0,2019,1,17,8,0,1,0
0.0,2019,1,17,9,0,1,0
0.0,2019,1,17,10,0,1,0
0.0,2019,1,17,11,0,1,0
0.0,2019,1,17,12,0,1,0
0.0,2019,1,17,13,0,1,0
0.0,2019,1,17,14,0,1,0
0.0,2019,1,17,15,0,1,0
0.0,2019,1,17,16,0,1,0
0.0,2019,1,17,17,0,1,0
0.0,2019,1,17,18,0,1,0
0.0,2019,1,17,19,0,1,0
0.0,2019,1,17,20,0,1,0
0.0,2019,1,17,21,0,1,0
0.0,2019,1,17,22,0,1,0
0.0,2019,1,17,23,0,1,0
0.0,2019,1,18,0,0,1,0
0.0,2019,1,18,1,0,1,0
0.0,2019,1,18,2,0,1,0
0.0,2019,1,18,3,0,1,0
0.0,2019,1,18,4,0,1,0
0.0,2019,1,18,5,0,1,0
0.0,2019,1,18,6,0,1,0
0.0,2019,1,18,7,0,1,0
0.0,2019,1,18,8,0,1,0
0.0,2019,1,18,9,0,1,0
0.0,2019,1,18,10,0,1,0
0.0,2019,1,18,11,0,1,0
0.8625,2019,1,18,12,0,1,0
0.0,2019,1,18,13,0,1,0
0.0,2019,1,18,14,0,1,0
0.0,2019,1,18,15,0,1,0
0.0,2019,1,18,16,0,1,0
0.0,2019,1,18,17,0,1,0
0.0,2019,1,18,18,0,1,0
0.0,2019,1,18,19,0,1,0
0.0,2019,1,18,20,0,1,0
0.0,2019,1,18,21,0,1,0
0.0,2019,1,18,22,0,1,0
0.0,2019,1,18,23,0,1,0
0.0,2019,1,19,0,0,1,0
0.0,2019,1,19,1,0,1,0
0.0,2019,1,19,2,0,1,0
0.0,2019,1,19,3,0,1,0
0.0,2019,1,19,4,0,1,0
0.0,2019,1,19,5,0,1,0
0.0,2019,1,19,6,0,1,0
0.0,2019,1,19,7,0,1,0
0.0,2019,1,19,8,0,1,0
0.0,2019,1,19,9,0,1,0
0.0,2019,1,19,10,0,1,0
0.8625,2019,1,19,11,0,1,0
0.0,2019,1,19,12,0,1,0
0.0,2019,1,19,13,0,1,0
0.0,2019,1,19,14,0,1,0
0.0,2019,1,19,15,0,1,0
0.0,2019,1,19,16,0,1,0
0.0,2019,1,19,17,0,1,0
0.0,2019,1,19,18,0,1,0
0.0,2019,1,19,19,0,1,0
0.0,2019,1,19,20,0,1,0
0.0,2019,1,19,21,0,1,0
0.0,2019,1,19,22,0,1,0
0.0,2019,1,19,23,0,1,0
0.0,2019,1,20,0,0,1,0
0.0,2019,1,20,1,0,1,0
0.0,2019,1,20,2,0,1,0
0.0,2019,1,20,3,0,1,0
0.0,2019,1,20,4,0,1,0
0.0,2019,1,20,5,0,1,0
0.0,2019,1,20,6,0,1,0
0.0,2019,1,20,7,0,1,0
0.0,2019,1,20,8,0,1,0
0.0,2019,1,20,9,0,1,0
0.0,2019,1,20,10,0,1,0
0.0,2019,1,20,11,0,1,0
0.0,2019,1,20,12,0,1,0
0.0,2019,1,20,13,0,1,0
0.0,2019,1,20,14,0,1,0
0.0,2019,1,20,15,0,1,0
0.0,2019,1,20,16,0,1,0
0.0,2019,1,20,17,0,1,0
0.0,2019,1,20,18,0,1,0
0.0,2019,1,20,19,0,1,0
0.0,2019,1,20,20,0,1,0
0.0,2019,1,20,21,0,1,0
0.0,2019,1,20,22,0,1,0
0.0,2019,1,20,23,0,1,0
0.0,2019,1,21,0,0,1,0
0.0,2019,1,21,1,0,1,0
0.0,2019,1,21,2,0,1,0
0.0,2019,1,21,3,0,1,0
0.0,2019,1,21,4,0,1,0
0.0,2019,1,21,5,0,1,0
0.0,2019,1,21,6,0,1,0
0.0,2019,1,21,7,0,1,0
0.0,2019,1,21,8,0,1,0
0.0,2019,1,21,9,0,1,0
0.0,2019,1,21,10,0,1,0
0.0,2019,1,21,11,0,1,0
0.0,2019,1,21,12,0,1,0
0.0,2019,1,21,13,0,1,0
0.0,2019,1,21,14,0,1,0
0.0,2019,1,21,15,0,1,0
0.0,2019,1,21,16,0,1,0
0.0,2019,1,21,17,0,1,0
0.0,2019,1,21,18,0,1,0
0.0,2019,1,21,19,0,1,0
0.0,2019,1,21,20,0,1,0
0.0,2019,1,21,21,0,1,0
0.0,2019,1,21,22,0,1,0
0.0,2019,1,21,23,0,1,0
0.0,2019,1,22,0,0,1,0
0.0,2019,1,22,1,0,1,0
0.0,2019,1,22,2,0,1,0
0.0,2019,1,22,3,0,1,0
0.0,2019,1,22,4,0,1,0
0.0,2019,1,22,5,0,1,0
0.0,2019,1,22,6,0,1,0
0.0,2019,1,22,7,0,1,0
0.0,2019,1,22,8,0,1,0
0.0,2019,1,22,9,0,1,0
0.0,2019,1,22,10,0,1,0
0.0,2019,1,22,11,0,1,0
0.0,2019,1,22,12,0,1,0
0.0,2019,1,22,13,0,1,0
0.0,2019,1,22,14,0,1,0
0.0,2019,1,22,15,0,1,0
0.0,2019,1,22,16,0,1,0
0.0,2019,1,22,17,0,1,0
0.0,2019,1,22,18,0,1,0
0.0,2019,1,22,19,0,1,0
0.0,2019,1,22,20,0,1,0
0.0,2019,1,22,21,0,1,0
0.0,2019,1,22,22,0,1,0
0.0,2019,1,22,23,0,1,0
0.0,2019,1,23,0,0,1,0
0.0,2019,1,23,1,0,1,0
0.0,2019,1,23,2,0,1,0
0.0,2019,1,23,3,0,1,0
0.0,2019,1,23,4,0,1,0
0.0,2019,1,23,5,0,1,0
0.0,2019,1,23,6,0,1,0
0.0,2019,1,23,7,0,1,0
0.0,2019,1,23,8,0,1,0
0.0,2019,1,23,9,0,1,0
0.0,2019,1,23,10,0,1,0
0.0,2019,1,23,11,0,1,0
0.0,2019,1,23,12,0,1,0
0.0,2019,1,23,13,0,1,0
0.0,2019,1,23,14,0,1,0
0.0,2019,1,23,15,0,1,0
0.0,2019,1,23,16,0,1,0
0.0,2019,1,23,17,0,1,0
0.0,2019,1,23,18,0,1,0
0.0,2019,1,23,19,0,1,0
0.0,2019,1,23,20,0,1,0
0.0,2019,1,23,21,0,1,0
0.0,2019,1,23,22,0,1,0
0.0,2019,1,23,23,0,1,0
0.0,2019,1,24,0,0,1,0
0.0,2019,1,24,1,0,1,0
0.0,2019,1,24,2,0,1,0
0.0,2019,1,24,3,0,1,0
0.0,2019,1,24,4,0,1,0
0.0,2019,1,24,5,0,1,0
0.0,2019,1,24,6,0,1,0
0.0,2019,1,24,7,0,1,0
0.0,2019,1,24,8,0,1,0
0.0,2019,1,24,9,0,1,0
0.0,2019,1,24,10,0,1,0
0.0,2019,1,24,11,0,1,0
0.0,2019,1,24,12,0,1,0
0.0,2019,1,24,13,0,1,0
0.0,2019,1,24,14,0,1,0
0.0,2019,1,24,15,0,1,0
0.0,2019,1,24,16,0,1,0
0.0,2019,1,24,17,0,1,0
0.0,2019,1,24,18,0,1,0
0.0,2019,1,24,19,0,1,0
0.0,2019,1,24,20,0,1,0
0.0,2019,1,24,21,0,1,0
0.0,2019,1,24,22,0,1,0
0.0,2019,1,24,23,0,1,0
0.0,2019,1,25,0,0,1,0
0.0,2019,1,25,1,0,1,0
0.0,2019,1,25,2,0,1,0
0.0,2019,1,25,3,0,1,0
0.0,2019,1,25,4,0,1,0
0.0,2019,1,25,5,0,1,0
0.0,2019,1,25,6,0,1,0
0.0,2019,1,25,7,0,1,0
0.0,2019,1,25,8,0,1,0
0.0,2019,1,25,9,0,1,0
0.0,2019,1,25,10,0,1,0
0.0,2019,1,25,11,0,1,0
0.0,2019,1,25,12,0,1,0
0.0,2019,1,25,13,0,1,0
0.0,2019,1,25,14,0,1,0
0.0,2019,1,25,15,0,1,0
0.0,2019,1,25,16,0,1,0
0.0,2019,1,25,17,0,1,0
0.0,2019,1,25,18,0,1,0
0.0,2019,1,25,19,0,1,0
0.0,2019,1,25,20,0,1,0
0.0,2019,1,25,21,0,1,0
0.0,2019,1,25,22,0,1,0
0.0,2019,1,25,23,0,1,0
0.0,2019,1,26,0,0,1,0
0.0,2019,1,26,1,0,1,0
0.0,2019,1,26,2,0,1,0
0.0,2019,1,26,3,0,1,0
0.0,2019,1,26,4,0,1,0
0.0,2019,1,26,5,0,1,0
0.0,2019,1,26,6,0,1,0
0.0,2019,1,26,7,0,1,0
0.0,2019,1,26,8,0,1,0
4.3125,2019,1,26,9,0,1,0
8.625,2019,1,26,10,0,1,0
6.9,2019,1,26,11,0,1,0
4.3125,2019,1,26,12,0,1,0
1.725,2019,1,26,13,0,1,0
0.0,2019,1,26,14,0,1,0
0.0,2019,1,26,15,0,1,0
0.0,2019,1,26,16,0,1,0
0.0,2019,1,26,17,0,1,0
0.0,2019,1,26,18,0,1,0
0.0,2019,1,26,19,0,1,0
0.0,2019,1,26,20,0,1,0
0.0,2019,1,26,21,0,1,0
0.0,2019,1,26,22,0,1,0
0.0,2019,1,26,23,0,1,0
0.0,2019,1,27,0,0,1,0
0.0,2019,1,27,1,0,1,0
0.0,2019,1,27,2,0,1,0
0.0,2019,1,27,3,0,1,0
0.0,2019,1,27,4,0,1,0
0.0,2019,1,27,5,0,1,0
0.0,2019,1,27,6,0,1,0
0.0,2019,1,27,7,0,1,0
0.0,2019,1,27,8,0,1,0
7.7625,2019,1,27,9,0,1,0
3.45,2019,1,27,10,0,1,0
3.45,2019,1,27,11,0,1,0
3.45,2019,1,27,12,0,1,0
3.45,2019,1,27,13,0,1,0
3.45,2019,1,27,14,0,1,0
3.45,2019,1,27,15,0,1,0
3.45,2019,1,27,16,0,1,0
3.45,2019,1,27,17,0,1,0
3.45,2019,1,27,18,0,1,0
3.45,2019,1,27,19,0,1,0
3.45,2019,1,27,20,0,1,0
3.45,2019,1,27,21,0,1,0
3.45,2019,1,27,22,0,1,0
3.45,2019,1,27,23,0,1,0
3.45,2019,1,28,0,0,1,0
3.45,2019,1,28,1,0,1,0
3.45,2019,1,28,2,0,1,0
3.45,2019,1,28,3,0,1,0
3.45,2019,1,28,4,0,1,0
3.45,2019,1,28,5,0,1,0
3.45,2019,1,28,6,0,1,0
3.45,2019,1,28,7,0,1,0
3.45,2019,1,28,8,0,1,0
3.45,2019,1,28,9,0,1,0
3.45,2019,1,28,10,0,1,0
3.45,2019,1,28,11,0,1,0
3.45,2019,1,28,12,0,1,0
3.45,2019,1,28,13,0,1,0
1.725,2019,1,28,14,0,1,0
0.0,2019,1,28,15,0,1,0
0.0,2019,1,28,16,0,1,0
0.0,2019,1,28,17,0,1,0
0.0,2019,1,28,18,0,1,0
0.0,2019,1,28,19,0,1,0
0.0,2019,1,28,20,0,1,0
0.0,2019,1,28,21,0,1,0
0.0,2019,1,28,22,0,1,0
0.0,2019,1,28,23,0,1,0
0.0,2019,1,29,0,0,1,0
0.0,2019,1,29,1,0,1,0
0.0,2019,1,29,2,0,1,0
0.0,2019,1,29,3,0,1,0
0.0,2019,1,29,4,0,1,0
0.0,2019,1,29,5,0,1,0
0.0,2019,1,29,6,0,1,0
0.0,2019,1,29,7,0,1,0
0.0,2019,1,29,8,0,1,0
22.425,2019,1,29,9,0,1,0
18.1125,2019,1,29,10,0,1,0
12.075,2019,1,29,11,0,1,0
11.2125,2019,1,29,12,0,1,0
4.3125,2019,1,29,13,0,1,0
0.0,2019,1,29,14,0,1,0
0.0,2019,1,29,15,0,1,0
0.0,2019,1,29,16,0,1,0
0.0,2019,1,29,17,0,1,0
0.0,2019,1,29,18,0,1,0
0.0,2019,1,29,19,0,1,0
0.0,2019,1,29,20,0,1,0
0.0,2019,1,29,21,0,1,0
0.0,2019,1,29,22,0,1,0
0.0,2019,1,29,23,0,1,0
0.0,2019,1,30,0,0,1,0
0.0,2019,1,30,1,0,1,0
0.0,2019,1,30,2,0,1,0
0.0,2019,1,30,3,0,1,0
0.0,2019,1,30,4,0,1,0
0.0,2019,1,30,5,0,1,0
0.0,2019,1,30,6,0,1,0
0.0,2019,1,30,7,0,1,0
0.8625,2019,1,30,8,0,1,0
12.075,2019,1,30,9,0,1,0
6.9,2019,1,30,10,0,1,0
6.9,2019,1,30,11,0,1,0
6.9,2019,1,30,12,0,1,0
6.9,2019,1,30,13,0,1,0
6.9,2019,1,30,14,0,1,0
6.9,2019,1,30,15,0,1,0
6.9,2019,1,30,16,0,1,0
0.0,2019,1,30,17,0,1,0
0.0,2019,1,30,18,0,1,0
0.0,2019,1,30,19,0,1,0
0.0,2019,1,30,20,0,1,0
0.0,2019,1,30,21,0,1,0
0.0,2019,1,30,22,0,1,0
0.0,2019,1,30,23,0,1,0
0.0,2019,1,31,0,0,1,0
0.0,2019,1,31,1,0,1,0
0.0,2019,1,31,2,0,1,0
0.0,2019,1,31,3,0,1,0
0.0,2019,1,31,4,0,1,0
0.0,2019,1,31,5,0,1,0
0.0,2019,1,31,6,0,1,0
0.0,2019,1,31,7,0,1,0
1.725,2019,1,31,8,0,1,0
7.7625,2019,1,31,9,0,1,0
18.1125,2019,1,31,10,0,1,0
