pv_measurement,time_year,time_month,time_day,time_hour
0.0,2019,6,11,23
0.44,2019,6,12,0
45.980000000000004,2019,6,12,1
154.44,2019,6,12,2
294.36,2019,6,12,3
709.2800000000001,2019,6,12,4
1180.3,2019,6,12,5
2142.14,2019,6,12,6
1828.2,2019,6,12,7
2333.32,2019,6,12,8
1770.12,2019,6,12,9
3637.4799999999996,2019,6,12,10
2804.56,2019,6,12,11
2476.1,2019,6,12,12
1602.48,2019,6,12,13
1828.8599999999997,2019,6,12,14
1183.16,2019,6,12,15
433.4,2019,6,12,16
155.76,2019,6,12,17
45.980000000000004,2019,6,12,18
9.68,2019,6,12,19
6.82,2019,6,12,20
0.0,2019,6,12,21
0.0,2019,6,12,22
0.0,2019,6,12,23
0.0,2019,6,13,0
0.0,2019,6,13,1
41.58,2019,6,13,2
109.78,2019,6,13,3
248.15999999999997,2019,6,13,4
143.66,2019,6,13,5
324.94,2019,6,13,6
595.76,2019,6,13,7
456.06000000000006,2019,6,13,8
462.21999999999997,2019,6,13,9
1206.7,2019,6,13,10
2328.04,2019,6,13,11
3190.66,2019,6,13,12
4529.14,2019,6,13,13
3154.14,2019,6,13,14
3129.5,2019,6,13,15
2276.12,2019,6,13,16
1267.6399999999999,2019,6,13,17
590.26,2019,6,13,18
345.40000000000003,2019,6,13,19
133.54,2019,6,13,20
4.4,2019,6,13,21
0.0,2019,6,13,22
0.0,2019,6,13,23
0.0,2019,6,14,0
10.780000000000001,2019,6,14,1
111.98,2019,6,14,2
238.26,2019,6,14,3
815.1,2019,6,14,4
1001.22,2019,6,14,5
1652.42,2019,6,14,6
2480.94,2019,6,14,7
2481.1600000000003,2019,6,14,8
3372.38,2019,6,14,9
3408.02,2019,6,14,10
3185.82,2019,6,14,11
2859.78,2019,6,14,12
2673.88,2019,6,14,13
2599.2999999999997,2019,6,14,14
2104.52,2019,6,14,15
1384.9,2019,6,14,16
873.4000000000001,2019,6,14,17
463.98,2019,6,14,18
267.74,2019,6,14,19
75.02000000000001,2019,6,14,20
1.76,2019,6,14,21
0.0,2019,6,14,22
0.0,2019,6,14,23
0.0,2019,6,15,0
9.68,2019,6,15,1
124.51999999999998,2019,6,15,2
350.24,2019,6,15,3
611.5999999999999,2019,6,15,4
1441.66,2019,6,15,5
2962.08,2019,6,15,6
3168.22,2019,6,15,7
4357.320000000001,2019,6,15,8
4397.8,2019,6,15,9
4356.66,2019,6,15,10
4274.16,2019,6,15,11
3974.3,2019,6,15,12
3535.4,2019,6,15,13
3337.1800000000003,2019,6,15,14
2826.78,2019,6,15,15
2345.2,2019,6,15,16
1255.1,2019,6,15,17
597.08,2019,6,15,18
385.0,2019,6,15,19
188.98,2019,6,15,20
8.58,2019,6,15,21
0.0,2019,6,15,22
0.0,2019,6,15,23
0.0,2019,6,16,0
22.439999999999998,2019,6,16,1
107.8,2019,6,16,2
249.7,2019,6,16,3
694.7600000000001,2019,6,16,4
1167.32,2019,6,16,5
2552.2200000000003,2019,6,16,6
3773.88,2019,6,16,7
3732.5200000000004,2019,6,16,8
3253.36,2019,6,16,9
4240.500000000001,2019,6,16,10
3954.06,2019,6,16,11
1736.46,2019,6,16,12
938.3,2019,6,16,13
1554.08,2019,6,16,14
776.38,2019,6,16,15
321.42,2019,6,16,16
449.6799999999999,2019,6,16,17
257.18,2019,6,16,18
62.699999999999996,2019,6,16,19
4.619999999999998,2019,6,16,20
0.0,2019,6,16,21
0.0,2019,6,16,22
0.0,2019,6,16,23
0.0,2019,6,17,0
0.0,2019,6,17,1
0.0,2019,6,17,2
56.760000000000005,2019,6,17,3
100.97999999999999,2019,6,17,4
189.64,2019,6,17,5
463.98,2019,6,17,6
1011.3400000000001,2019,6,17,7
1133.6599999999999,2019,6,17,8
2976.1600000000003,2019,6,17,9
3240.3799999999997,2019,6,17,10
2266.44,2019,6,17,11
3869.8,2019,6,17,12
4114.66,2019,6,17,13
3845.82,2019,6,17,14
2943.82,2019,6,17,15
2255.22,2019,6,17,16
791.12,2019,6,17,17
275.44,2019,6,17,18
221.76,2019,6,17,19
58.080000000000005,2019,6,17,20
0.66,2019,6,17,21
0.0,2019,6,17,22
0.0,2019,6,17,23
0.0,2019,6,18,0
4.18,2019,6,18,1
94.82,2019,6,18,2
70.62,2019,6,18,3
328.46000000000004,2019,6,18,4
356.18,2019,6,18,5
1801.3600000000001,2019,6,18,6
3359.6200000000003,2019,6,18,7
4702.280000000001,2019,6,18,8
4546.96,2019,6,18,9
4764.54,2019,6,18,10
4527.82,2019,6,18,11
2339.4799999999996,2019,6,18,12
1934.02,2019,6,18,13
3318.26,2019,6,18,14
2743.4,2019,6,18,15
2020.0399999999997,2019,6,18,16
133.76,2019,6,18,17
136.4,2019,6,18,18
95.48,2019,6,18,19
15.400000000000002,2019,6,18,20
0.0,2019,6,18,21
0.0,2019,6,18,22
0.0,2019,6,18,23
0.0,2019,6,19,0
17.16,2019,6,19,1
128.92,2019,6,19,2
319.88,2019,6,19,3
738.3199999999999,2019,6,19,4
1505.02,2019,6,19,5
1360.26,2019,6,19,6
4126.9800000000005,2019,6,19,7
4502.52,2019,6,19,8
4870.8,2019,6,19,9
2815.7799999999997,2019,6,19,10
2170.96,2019,6,19,11
2782.56,2019,6,19,12
3239.94,2019,6,19,13
2850.1,2019,6,19,14
2231.24,2019,6,19,15
1491.82,2019,6,19,16
1060.18,2019,6,19,17
469.04,2019,6,19,18
248.82,2019,6,19,19
61.82000000000001,2019,6,19,20
0.0,2019,6,19,21
0.0,2019,6,19,22
0.0,2019,6,19,23
0.0,2019,6,20,0
6.6,2019,6,20,1
47.74,2019,6,20,2
124.29999999999998,2019,6,20,3
190.74,2019,6,20,4
767.5799999999999,2019,6,20,5
1278.1999999999998,2019,6,20,6
3302.6400000000003,2019,6,20,7
4363.259999999999,2019,6,20,8
4334.4400000000005,2019,6,20,9
3313.64,2019,6,20,10
2760.56,2019,6,20,11
2983.86,2019,6,20,12
3054.2599999999998,2019,6,20,13
2469.9399999999996,2019,6,20,14
2181.08,2019,6,20,15
328.68,2019,6,20,16
284.02,2019,6,20,17
216.48000000000002,2019,6,20,18
91.74,2019,6,20,19
37.18,2019,6,20,20
0.44,2019,6,20,21
0.0,2019,6,20,22
0.0,2019,6,20,23
0.0,2019,6,21,0
0.0,2019,6,21,1
36.52,2019,6,21,2
110.44,2019,6,21,3
403.92,2019,6,21,4
458.0400000000001,2019,6,21,5
445.71999999999997,2019,6,21,6
791.56,2019,6,21,7
891.8800000000001,2019,6,21,8
827.4200000000001,2019,6,21,9
792.22,2019,6,21,10
791.34,2019,6,21,11
1688.5,2019,6,21,12
896.4999999999999,2019,6,21,13
2632.52,2019,6,21,14
2363.02,2019,6,21,15
945.12,2019,6,21,16
459.14000000000004,2019,6,21,17
297.0,2019,6,21,18
155.32,2019,6,21,19
0.22,2019,6,21,20
0.0,2019,6,21,21
0.0,2019,6,21,22
0.0,2019,6,21,23
0.0,2019,6,22,0
5.9399999999999995,2019,6,22,1
62.480000000000004,2019,6,22,2
160.6,2019,6,22,3
449.46000000000004,2019,6,22,4
693.88,2019,6,22,5
1529.8799999999999,2019,6,22,6
1736.24,2019,6,22,7
2433.42,2019,6,22,8
1626.24,2019,6,22,9
1897.2800000000002,2019,6,22,10
2343.88,2019,6,22,11
2238.94,2019,6,22,12
2821.7200000000003,2019,6,22,13
2245.54,2019,6,22,14
2904.88,2019,6,22,15
1772.5400000000002,2019,6,22,16
922.24,2019,6,22,17
345.18000000000006,2019,6,22,18
130.68,2019,6,22,19
49.940000000000005,2019,6,22,20
1.1,2019,6,22,21
0.0,2019,6,22,22
0.0,2019,6,22,23
0.0,2019,6,23,0
10.12,2019,6,23,1
148.5,2019,6,23,2
356.18,2019,6,23,3
682.6600000000001,2019,6,23,4
1061.72,2019,6,23,5
1041.04,2019,6,23,6
1492.9199999999998,2019,6,23,7
2533.96,2019,6,23,8
2198.46,2019,6,23,9
1835.6800000000003,2019,6,23,10
1057.32,2019,6,23,11
1517.78,2019,6,23,12
1424.94,2019,6,23,13
1008.7,2019,6,23,14
901.7800000000001,2019,6,23,15
1014.64,2019,6,23,16
633.38,2019,6,23,17
367.62,2019,6,23,18
193.38,2019,6,23,19
81.18,2019,6,23,20
8.139999999999999,2019,6,23,21
0.0,2019,6,23,22
0.0,2019,6,23,23
0.0,2019,6,24,0
0.44,2019,6,24,1
23.32,2019,6,24,2
82.94,2019,6,24,3
297.88,2019,6,24,4
620.4,2019,6,24,5
1782.8799999999999,2019,6,24,6
2106.72,2019,6,24,7
3544.8599999999997,2019,6,24,8
5089.4800000000005,2019,6,24,9
5241.280000000001,2019,6,24,10
5156.8,2019,6,24,11
3998.2799999999997,2019,6,24,12
1929.8400000000001,2019,6,24,13
1285.24,2019,6,24,14
1514.48,2019,6,24,15
881.32,2019,6,24,16
609.4,2019,6,24,17
335.94,2019,6,24,18
351.34,2019,6,24,19
144.76000000000002,2019,6,24,20
19.139999999999997,2019,6,24,21
0.66,2019,6,24,22
0.0,2019,6,24,23
3.3,2019,6,25,0
29.26,2019,6,25,1
72.82000000000001,2019,6,25,2
212.29999999999998,2019,6,25,3
281.6,2019,6,25,4
419.54,2019,6,25,5
770.0,2019,6,25,6
942.2600000000001,2019,6,25,7
1592.3600000000001,2019,6,25,8
1344.64,2019,6,25,9
661.3199999999999,2019,6,25,10
161.92,2019,6,25,11
123.19999999999999,2019,6,25,12
88.22,2019,6,25,13
76.55999999999999,2019,6,25,14
63.36000000000001,2019,6,25,15
32.12,2019,6,25,16
55.0,2019,6,25,17
26.619999999999997,2019,6,25,18
12.979999999999999,2019,6,25,19
3.08,2019,6,25,20
0.0,2019,6,25,21
0.0,2019,6,25,22
0.0,2019,6,25,23
0.0,2019,6,26,0
0.0,2019,6,26,1
6.6,2019,6,26,2
63.58,2019,6,26,3
83.82000000000001,2019,6,26,4
162.14,2019,6,26,5
261.14,2019,6,26,6
123.85999999999999,2019,6,26,7
258.28,2019,6,26,8
472.78000000000003,2019,6,26,9
392.26,2019,6,26,10
550.88,2019,6,26,11
423.5,2019,6,26,12
461.55999999999995,2019,6,26,13
225.72,2019,6,26,14
133.54,2019,6,26,15
65.78,2019,6,26,16
31.680000000000003,2019,6,26,17
13.42,2019,6,26,18
13.64,2019,6,26,19
2.64,2019,6,26,20
0.0,2019,6,26,21
0.0,2019,6,26,22
0.0,2019,6,26,23
0.0,2019,6,27,0
0.0,2019,6,27,1
1.1,2019,6,27,2
13.86,2019,6,27,3
21.78,2019,6,27,4
26.619999999999997,2019,6,27,5
45.54,2019,6,27,6
56.32,2019,6,27,7
51.260000000000005,2019,6,27,8
139.92000000000002,2019,6,27,9
168.29999999999998,2019,6,27,10
210.32,2019,6,27,11
154.44,2019,6,27,12
108.9,2019,6,27,13
101.2,2019,6,27,14
60.940000000000005,2019,6,27,15
491.26000000000005,2019,6,27,16
438.24,2019,6,27,17
393.14,2019,6,27,18
271.70000000000005,2019,6,27,19
31.680000000000003,2019,6,27,20
0.0,2019,6,27,21
0.0,2019,6,27,22
0.0,2019,6,27,23
0.0,2019,6,28,0
2.64,2019,6,28,1
27.28,2019,6,28,2
160.6,2019,6,28,3
268.18,2019,6,28,4
628.98,2019,6,28,5
552.4200000000001,2019,6,28,6
877.58,2019,6,28,7
1194.6,2019,6,28,8
917.18,2019,6,28,9
909.0400000000001,2019,6,28,10
658.6800000000001,2019,6,28,11
819.9399999999999,2019,6,28,12
481.36,2019,6,28,13
369.82,2019,6,28,14
825.22,2019,6,28,15
651.64,2019,6,28,16
191.18,2019,6,28,17
149.82000000000002,2019,6,28,18
98.78,2019,6,28,19
3.08,2019,6,28,20
0.0,2019,6,28,21
0.0,2019,6,28,22
0.0,2019,6,28,23
0.0,2019,6,29,0
1.9799999999999998,2019,6,29,1
66.22,2019,6,29,2
178.42000000000002,2019,6,29,3
217.58,2019,6,29,4
520.08,2019,6,29,5
725.34,2019,6,29,6
875.38,2019,6,29,7
676.0600000000001,2019,6,29,8
1195.92,2019,6,29,9
1282.8200000000002,2019,6,29,10
924.2199999999999,2019,6,29,11
697.84,2019,6,29,12
521.4,2019,6,29,13
415.58,2019,6,29,14
317.90000000000003,2019,6,29,15
132.66,2019,6,29,16
111.1,2019,6,29,17
72.82000000000001,2019,6,29,18
34.32,2019,6,29,19
0.0,2019,6,29,20
0.0,2019,6,29,21
0.0,2019,6,29,22
0.0,2019,6,29,23
0.0,2019,6,30,0
0.0,2019,6,30,1
0.88,2019,6,30,2
47.3,2019,6,30,3
157.29999999999998,2019,6,30,4
295.46,2019,6,30,5
459.79999999999995,2019,6,30,6
323.4,2019,6,30,7
501.38000000000005,2019,6,30,8
337.92,2019,6,30,9
921.58,2019,6,30,10
706.86,2019,6,30,11
373.34000000000003,2019,6,30,12
447.26,2019,6,30,13
403.04,2019,6,30,14
203.28,2019,6,30,15
66.0,2019,6,30,16
264.0,2019,6,30,17
509.08000000000004,2019,6,30,18
124.74,2019,6,30,19
0.0,2019,6,30,20
0.0,2019,6,30,21
0.0,2019,6,30,22
0.0,2019,6,30,23
0.0,2019,7,1,0
0.0,2019,7,1,1
33.66,2019,7,1,2
121.66000000000001,2019,7,1,3
212.51999999999998,2019,7,1,4
313.94,2019,7,1,5
506.87999999999994,2019,7,1,6
500.06,2019,7,1,7
526.9,2019,7,1,8
896.7199999999999,2019,7,1,9
1140.0400000000002,2019,7,1,10
705.3199999999999,2019,7,1,11
735.0200000000001,2019,7,1,12
560.12,2019,7,1,13
584.9799999999999,2019,7,1,14
479.82,2019,7,1,15
269.28,2019,7,1,16
384.12,2019,7,1,17
245.52,2019,7,1,18
143.66,2019,7,1,19
37.18,2019,7,1,20
0.0,2019,7,1,21
0.0,2019,7,1,22
0.0,2019,7,1,23
0.0,2019,7,2,0
5.06,2019,7,2,1
67.76,2019,7,2,2
247.28000000000003,2019,7,2,3
473.88,2019,7,2,4
609.62,2019,7,2,5
743.6,2019,7,2,6
1453.32,2019,7,2,7
2673.44,2019,7,2,8
1508.98,2019,7,2,9
2621.74,2019,7,2,10
1997.1599999999999,2019,7,2,11
3530.7799999999997,2019,7,2,12
1611.94,2019,7,2,13
1809.28,2019,7,2,14
971.0800000000002,2019,7,2,15
525.14,2019,7,2,16
346.5,2019,7,2,17
328.46000000000004,2019,7,2,18
135.07999999999998,2019,7,2,19
42.9,2019,7,2,20
1.1,2019,7,2,21
0.0,2019,7,2,22
0.0,2019,7,2,23
0.0,2019,7,3,0
0.0,2019,7,3,1
36.08,2019,7,3,2
326.70000000000005,2019,7,3,3
456.06000000000006,2019,7,3,4
687.72,2019,7,3,5
1198.78,2019,7,3,6
1611.72,2019,7,3,7
2066.02,2019,7,3,8
1795.8600000000001,2019,7,3,9
1800.6999999999998,2019,7,3,10
1668.48,2019,7,3,11
1273.58,2019,7,3,12
1048.3000000000002,2019,7,3,13
1105.28,2019,7,3,14
930.6000000000001,2019,7,3,15
684.86,2019,7,3,16
417.12,2019,7,3,17
208.78,2019,7,3,18
75.46000000000001,2019,7,3,19
11.879999999999999,2019,7,3,20
0.0,2019,7,3,21
0.0,2019,7,3,22
0.0,2019,7,3,23
0.0,2019,7,4,0
0.0,2019,7,4,1
9.46,2019,7,4,2
37.400000000000006,2019,7,4,3
137.94,2019,7,4,4
298.32,2019,7,4,5
542.74,2019,7,4,6
884.84,2019,7,4,7
1637.4599999999998,2019,7,4,8
1500.4,2019,7,4,9
2580.16,2019,7,4,10
3045.02,2019,7,4,11
2059.4199999999996,2019,7,4,12
1429.34,2019,7,4,13
730.84,2019,7,4,14
1096.04,2019,7,4,15
979.88,2019,7,4,16
232.1,2019,7,4,17
364.32,2019,7,4,18
163.9,2019,7,4,19
46.2,2019,7,4,20
0.0,2019,7,4,21
0.0,2019,7,4,22
0.0,2019,7,4,23
0.0,2019,7,5,0
0.0,2019,7,5,1
0.66,2019,7,5,2
42.02,2019,7,5,3
80.96,2019,7,5,4
306.23999999999995,2019,7,5,5
515.9000000000001,2019,7,5,6
351.12,2019,7,5,7
575.3000000000001,2019,7,5,8
889.24,2019,7,5,9
586.52,2019,7,5,10
418.22,2019,7,5,11
385.88,2019,7,5,12
318.12,2019,7,5,13
440.0,2019,7,5,14
615.12,2019,7,5,15
844.8000000000001,2019,7,5,16
305.35999999999996,2019,7,5,17
179.07999999999998,2019,7,5,18
45.980000000000004,2019,7,5,19
7.04,2019,7,5,20
0.0,2019,7,5,21
0.0,2019,7,5,22
0.0,2019,7,5,23
0.0,2019,7,6,0
38.94,2019,7,6,1
198.66,2019,7,6,2
408.1,2019,7,6,3
555.5,2019,7,6,4
701.58,2019,7,6,5
987.5799999999999,2019,7,6,6
1013.7600000000001,2019,7,6,7
1956.02,2019,7,6,8
2026.6399999999999,2019,7,6,9
2860.66,2019,7,6,10
3285.92,2019,7,6,11
2678.7200000000003,2019,7,6,12
819.5,2019,7,6,13
2531.32,2019,7,6,14
1758.02,2019,7,6,15
869.88,2019,7,6,16
318.34000000000003,2019,7,6,17
81.62,2019,7,6,18
47.3,2019,7,6,19
2.64,2019,7,6,20
0.0,2019,7,6,21
0.0,2019,7,6,22
0.0,2019,7,6,23
0.0,2019,7,7,0
1.32,2019,7,7,1
33.0,2019,7,7,2
104.05999999999999,2019,7,7,3
172.70000000000002,2019,7,7,4
272.36,2019,7,7,5
476.9599999999999,2019,7,7,6
1513.3799999999999,2019,7,7,7
2937.66,2019,7,7,8
3410.66,2019,7,7,9
2853.18,2019,7,7,10
2409.2200000000003,2019,7,7,11
2114.8599999999997,2019,7,7,12
1780.46,2019,7,7,13
891.22,2019,7,7,14
878.9,2019,7,7,15
748.2199999999999,2019,7,7,16
1002.9799999999998,2019,7,7,17
750.2,2019,7,7,18
357.06,2019,7,7,19
150.48000000000002,2019,7,7,20
3.08,2019,7,7,21
0.0,2019,7,7,22
0.0,2019,7,7,23
0.0,2019,7,8,0
0.66,2019,7,8,1
35.42,2019,7,8,2
89.98,2019,7,8,3
88.22,2019,7,8,4
183.04,2019,7,8,5
205.92000000000002,2019,7,8,6
278.96,2019,7,8,7
557.92,2019,7,8,8
562.32,2019,7,8,9
735.0200000000001,2019,7,8,10
1151.9199999999998,2019,7,8,11
1449.8,2019,7,8,12
877.58,2019,7,8,13
886.8199999999999,2019,7,8,14
984.94,2019,7,8,15
789.58,2019,7,8,16
316.58000000000004,2019,7,8,17
244.85999999999999,2019,7,8,18
104.5,2019,7,8,19
24.2,2019,7,8,20
0.0,2019,7,8,21
0.0,2019,7,8,22
0.0,2019,7,8,23
0.0,2019,7,9,0
0.0,2019,7,9,1
7.260000000000001,2019,7,9,2
68.64,2019,7,9,3
110.0,2019,7,9,4
326.48,2019,7,9,5
531.3,2019,7,9,6
625.9000000000001,2019,7,9,7
706.86,2019,7,9,8
935.0,2019,7,9,9
1046.3200000000002,2019,7,9,10
1172.6,2019,7,9,11
1959.1,2019,7,9,12
2455.2,2019,7,9,13
3356.7599999999998,2019,7,9,14
2685.1,2019,7,9,15
1954.9199999999998,2019,7,9,16
1159.18,2019,7,9,17
561.66,2019,7,9,18
316.14,2019,7,9,19
104.72,2019,7,9,20
1.76,2019,7,9,21
0.0,2019,7,9,22
0.0,2019,7,9,23
0.0,2019,7,10,0
0.22,2019,7,10,1
24.42,2019,7,10,2
74.58,2019,7,10,3
159.5,2019,7,10,4
229.68,2019,7,10,5
453.2,2019,7,10,6
931.0399999999998,2019,7,10,7
2542.3199999999997,2019,7,10,8
4121.26,2019,7,10,9
4308.92,2019,7,10,10
4312.4400000000005,2019,7,10,11
4121.4800000000005,2019,7,10,12
3698.8600000000006,2019,7,10,13
3227.84,2019,7,10,14
2661.56,2019,7,10,15
1952.9399999999998,2019,7,10,16
1134.54,2019,7,10,17
549.12,2019,7,10,18
281.16,2019,7,10,19
94.6,2019,7,10,20
0.88,2019,7,10,21
0.0,2019,7,10,22
0.0,2019,7,10,23
0.0,2019,7,11,0
2.42,2019,7,11,1
69.96000000000001,2019,7,11,2
207.23999999999998,2019,7,11,3
351.34,2019,7,11,4
504.23999999999995,2019,7,11,5
901.12,2019,7,11,6
1753.8400000000001,2019,7,11,7
3752.32,2019,7,11,8
4245.12,2019,7,11,9
3989.48,2019,7,11,10
3841.2000000000003,2019,7,11,11
3621.4199999999996,2019,7,11,12
3575.2200000000003,2019,7,11,13
3213.98,2019,7,11,14
2621.96,2019,7,11,15
1900.5800000000002,2019,7,11,16
1133.8799999999999,2019,7,11,17
552.64,2019,7,11,18
300.74,2019,7,11,19
82.5,2019,7,11,20
0.66,2019,7,11,21
0.0,2019,7,11,22
0.0,2019,7,11,23
0.0,2019,7,12,0
1.9799999999999998,2019,7,12,1
66.88,2019,7,12,2
203.06,2019,7,12,3
462.44000000000005,2019,7,12,4
443.52,2019,7,12,5
900.0200000000001,2019,7,12,6
2042.26,2019,7,12,7
3800.4999999999995,2019,7,12,8
4309.360000000001,2019,7,12,9
4450.6,2019,7,12,10
4369.2,2019,7,12,11
4107.84,2019,7,12,12
3679.5000000000005,2019,7,12,13
3212.44,2019,7,12,14
2695.66,2019,7,12,15
1944.8,2019,7,12,16
1139.82,2019,7,12,17
599.0600000000001,2019,7,12,18
328.46000000000004,2019,7,12,19
93.28,2019,7,12,20
1.32,2019,7,12,21
0.0,2019,7,12,22
0.0,2019,7,12,23
0.0,2019,7,13,0
0.0,2019,7,13,1
37.18,2019,7,13,2
142.12,2019,7,13,3
249.48,2019,7,13,4
332.85999999999996,2019,7,13,5
583.88,2019,7,13,6
797.5,2019,7,13,7
873.84,2019,7,13,8
869.88,2019,7,13,9
935.4399999999999,2019,7,13,10
2880.2400000000002,2019,7,13,11
