pv_measurement,year,month,day,hour,location_A,location_B,location_C
0.0,2019,6,6,6,True,False,False
0.0,2019,6,6,7,True,False,False
0.0,2019,6,6,8,True,False,False
0.0,2019,6,6,9,True,False,False
0.0,2019,6,6,10,True,False,False
0.0,2019,6,6,11,True,False,False
0.0,2019,6,6,12,True,False,False
0.0,2019,6,6,13,True,False,False
102.51999999999998,2019,6,6,14,True,False,False
209.44,2019,6,6,15,True,False,False
989.7800000000001,2019,6,6,16,True,False,False
317.02000000000004,2019,6,6,17,True,False,False
370.26,2019,6,6,18,True,False,False
130.68,2019,6,6,19,True,False,False
67.76,2019,6,6,20,True,False,False
0.0,2019,6,6,21,True,False,False
0.0,2019,6,6,22,True,False,False
0.0,2019,6,6,23,True,False,False
0.0,2019,6,7,0,True,False,False
2.42,2019,6,7,1,True,False,False
18.48,2019,6,7,2,True,False,False
40.48,2019,6,7,3,True,False,False
423.28,2019,6,7,4,True,False,False
514.8,2019,6,7,5,True,False,False
398.64,2019,6,7,6,True,False,False
2736.58,2019,6,7,7,True,False,False
1704.78,2019,6,7,8,True,False,False
514.58,2019,6,7,9,True,False,False
234.29999999999998,2019,6,7,10,True,False,False
320.98,2019,6,7,11,True,False,False
423.94,2019,6,7,12,True,False,False
317.46000000000004,2019,6,7,13,True,False,False
606.3199999999999,2019,6,7,14,True,False,False
610.94,2019,6,7,15,True,False,False
285.12,2019,6,7,16,True,False,False
229.89999999999998,2019,6,7,17,True,False,False
134.42,2019,6,7,18,True,False,False
24.86,2019,6,7,19,True,False,False
2.42,2019,6,7,20,True,False,False
0.0,2019,6,7,21,True,False,False
0.0,2019,6,7,22,True,False,False
0.0,2019,6,7,23,True,False,False
0.0,2019,6,8,0,True,False,False
4.619999999999998,2019,6,8,1,True,False,False
98.78,2019,6,8,2,True,False,False
267.52,2019,6,8,3,True,False,False
735.9000000000001,2019,6,8,4,True,False,False
777.7,2019,6,8,5,True,False,False
1061.94,2019,6,8,6,True,False,False
1546.82,2019,6,8,7,True,False,False
2673.22,2019,6,8,8,True,False,False
3450.7000000000003,2019,6,8,9,True,False,False
3406.92,2019,6,8,10,True,False,False
4500.76,2019,6,8,11,True,False,False
4457.860000000001,2019,6,8,12,True,False,False
4289.34,2019,6,8,13,True,False,False
3734.7200000000007,2019,6,8,14,True,False,False
3025.88,2019,6,8,15,True,False,False
2159.96,2019,6,8,16,True,False,False
1168.64,2019,6,8,17,True,False,False
317.46000000000004,2019,6,8,18,True,False,False
110.44,2019,6,8,19,True,False,False
3.74,2019,6,8,20,True,False,False
0.0,2019,6,8,21,True,False,False
0.0,2019,6,8,22,True,False,False
0.0,2019,6,8,23,True,False,False
0.0,2019,6,9,0,True,False,False
2.64,2019,6,9,1,True,False,False
8.36,2019,6,9,2,True,False,False
119.45999999999998,2019,6,9,3,True,False,False
310.64,2019,6,9,4,True,False,False
759.0,2019,6,9,5,True,False,False
2524.28,2019,6,9,6,True,False,False
3895.54,2019,6,9,7,True,False,False
4775.099999999999,2019,6,9,8,True,False,False
4977.28,2019,6,9,9,True,False,False
4952.64,2019,6,9,10,True,False,False
2705.34,2019,6,9,11,True,False,False
2513.5,2019,6,9,12,True,False,False
2599.96,2019,6,9,13,True,False,False
1975.82,2019,6,9,14,True,False,False
761.86,2019,6,9,15,True,False,False
317.90000000000003,2019,6,9,16,True,False,False
104.5,2019,6,9,17,True,False,False
192.5,2019,6,9,18,True,False,False
82.06,2019,6,9,19,True,False,False
7.920000000000001,2019,6,9,20,True,False,False
0.0,2019,6,9,21,True,False,False
0.0,2019,6,9,22,True,False,False
0.0,2019,6,9,23,True,False,False
0.0,2019,6,10,0,True,False,False
0.0,2019,6,10,1,True,False,False
9.02,2019,6,10,2,True,False,False
71.28,2019,6,10,3,True,False,False
216.91999999999996,2019,6,10,4,True,False,False
413.38,2019,6,10,5,True,False,False
631.62,2019,6,10,6,True,False,False
1293.16,2019,6,10,7,True,False,False
937.4200000000001,2019,6,10,8,True,False,False
1591.26,2019,6,10,9,True,False,False
2533.74,2019,6,10,10,True,False,False
3826.0200000000004,2019,6,10,11,True,False,False
1673.32,2019,6,10,12,True,False,False
575.3000000000001,2019,6,10,13,True,False,False
470.8,2019,6,10,14,True,False,False
687.28,2019,6,10,15,True,False,False
601.6999999999999,2019,6,10,16,True,False,False
911.02,2019,6,10,17,True,False,False
301.84000000000003,2019,6,10,18,True,False,False
163.24,2019,6,10,19,True,False,False
25.740000000000002,2019,6,10,20,True,False,False
0.0,2019,6,10,21,True,False,False
0.0,2019,6,10,22,True,False,False
0.0,2019,6,10,23,True,False,False
0.0,2019,6,11,0,True,False,False
18.48,2019,6,11,1,True,False,False
132.88,2019,6,11,2,True,False,False
298.98,2019,6,11,3,True,False,False
850.3000000000001,2019,6,11,4,True,False,False
1175.8999999999999,2019,6,11,5,True,False,False
2991.12,2019,6,11,6,True,False,False
3999.600000000001,2019,6,11,7,True,False,False
4693.7,2019,6,11,8,True,False,False
5103.56,2019,6,11,9,True,False,False
5018.64,2019,6,11,10,True,False,False
4317.72,2019,6,11,11,True,False,False
4732.200000000001,2019,6,11,12,True,False,False
4367.4400000000005,2019,6,11,13,True,False,False
3845.82,2019,6,11,14,True,False,False
3115.6400000000003,2019,6,11,15,True,False,False
2298.12,2019,6,11,16,True,False,False
1372.3600000000001,2019,6,11,17,True,False,False
604.12,2019,6,11,18,True,False,False
360.14,2019,6,11,19,True,False,False
146.74,2019,6,11,20,True,False,False
13.86,2019,6,11,21,True,False,False
0.0,2019,6,11,22,True,False,False
0.0,2019,6,11,23,True,False,False
0.44,2019,6,12,0,True,False,False
45.980000000000004,2019,6,12,1,True,False,False
154.44,2019,6,12,2,True,False,False
294.36,2019,6,12,3,True,False,False
709.2800000000001,2019,6,12,4,True,False,False
1180.3,2019,6,12,5,True,False,False
2142.14,2019,6,12,6,True,False,False
1828.2,2019,6,12,7,True,False,False
2333.32,2019,6,12,8,True,False,False
1770.12,2019,6,12,9,True,False,False
3637.4799999999996,2019,6,12,10,True,False,False
2804.56,2019,6,12,11,True,False,False
2476.1,2019,6,12,12,True,False,False
1602.48,2019,6,12,13,True,False,False
1828.8599999999997,2019,6,12,14,True,False,False
1183.16,2019,6,12,15,True,False,False
433.4,2019,6,12,16,True,False,False
155.76,2019,6,12,17,True,False,False
45.980000000000004,2019,6,12,18,True,False,False
9.68,2019,6,12,19,True,False,False
6.82,2019,6,12,20,True,False,False
0.0,2019,6,12,21,True,False,False
0.0,2019,6,12,22,True,False,False
0.0,2019,6,12,23,True,False,False
0.0,2019,6,13,0,True,False,False
0.0,2019,6,13,1,True,False,False
41.58,2019,6,13,2,True,False,False
109.78,2019,6,13,3,True,False,False
248.15999999999997,2019,6,13,4,True,False,False
143.66,2019,6,13,5,True,False,False
324.94,2019,6,13,6,True,False,False
595.76,2019,6,13,7,True,False,False
456.06000000000006,2019,6,13,8,True,False,False
462.21999999999997,2019,6,13,9,True,False,False
1206.7,2019,6,13,10,True,False,False
2328.04,2019,6,13,11,True,False,False
3190.66,2019,6,13,12,True,False,False
4529.14,2019,6,13,13,True,False,False
3154.14,2019,6,13,14,True,False,False
3129.5,2019,6,13,15,True,False,False
2276.12,2019,6,13,16,True,False,False
1267.6399999999999,2019,6,13,17,True,False,False
590.26,2019,6,13,18,True,False,False
345.40000000000003,2019,6,13,19,True,False,False
133.54,2019,6,13,20,True,False,False
4.4,2019,6,13,21,True,False,False
0.0,2019,6,13,22,True,False,False
0.0,2019,6,13,23,True,False,False
0.0,2019,6,14,0,True,False,False
10.780000000000001,2019,6,14,1,True,False,False
111.98,2019,6,14,2,True,False,False
238.26,2019,6,14,3,True,False,False
815.1,2019,6,14,4,True,False,False
1001.22,2019,6,14,5,True,False,False
1652.42,2019,6,14,6,True,False,False
2480.94,2019,6,14,7,True,False,False
2481.1600000000003,2019,6,14,8,True,False,False
3372.38,2019,6,14,9,True,False,False
3408.02,2019,6,14,10,True,False,False
3185.82,2019,6,14,11,True,False,False
2859.78,2019,6,14,12,True,False,False
2673.88,2019,6,14,13,True,False,False
2599.2999999999997,2019,6,14,14,True,False,False
2104.52,2019,6,14,15,True,False,False
1384.9,2019,6,14,16,True,False,False
873.4000000000001,2019,6,14,17,True,False,False
463.98,2019,6,14,18,True,False,False
267.74,2019,6,14,19,True,False,False
75.02000000000001,2019,6,14,20,True,False,False
1.76,2019,6,14,21,True,False,False
0.0,2019,6,14,22,True,False,False
0.0,2019,6,14,23,True,False,False
0.0,2019,6,15,0,True,False,False
9.68,2019,6,15,1,True,False,False
124.51999999999998,2019,6,15,2,True,False,False
350.24,2019,6,15,3,True,False,False
611.5999999999999,2019,6,15,4,True,False,False
1441.66,2019,6,15,5,True,False,False
2962.08,2019,6,15,6,True,False,False
3168.22,2019,6,15,7,True,False,False
4357.320000000001,2019,6,15,8,True,False,False
4397.8,2019,6,15,9,True,False,False
4356.66,2019,6,15,10,True,False,False
4274.16,2019,6,15,11,True,False,False
3974.3,2019,6,15,12,True,False,False
3535.4,2019,6,15,13,True,False,False
3337.1800000000003,2019,6,15,14,True,False,False
2826.78,2019,6,15,15,True,False,False
2345.2,2019,6,15,16,True,False,False
1255.1,2019,6,15,17,True,False,False
597.08,2019,6,15,18,True,False,False
385.0,2019,6,15,19,True,False,False
188.98,2019,6,15,20,True,False,False
8.58,2019,6,15,21,True,False,False
0.0,2019,6,15,22,True,False,False
0.0,2019,6,15,23,True,False,False
0.0,2019,6,16,0,True,False,False
22.439999999999998,2019,6,16,1,True,False,False
107.8,2019,6,16,2,True,False,False
249.7,2019,6,16,3,True,False,False
694.7600000000001,2019,6,16,4,True,False,False
1167.32,2019,6,16,5,True,False,False
2552.2200000000003,2019,6,16,6,True,False,False
3773.88,2019,6,16,7,True,False,False
3732.5200000000004,2019,6,16,8,True,False,False
3253.36,2019,6,16,9,True,False,False
4240.500000000001,2019,6,16,10,True,False,False
3954.06,2019,6,16,11,True,False,False
1736.46,2019,6,16,12,True,False,False
938.3,2019,6,16,13,True,False,False
1554.08,2019,6,16,14,True,False,False
776.38,2019,6,16,15,True,False,False
321.42,2019,6,16,16,True,False,False
449.6799999999999,2019,6,16,17,True,False,False
257.18,2019,6,16,18,True,False,False
62.699999999999996,2019,6,16,19,True,False,False
4.619999999999998,2019,6,16,20,True,False,False
0.0,2019,6,16,21,True,False,False
0.0,2019,6,16,22,True,False,False
0.0,2019,6,16,23,True,False,False
0.0,2019,6,17,0,True,False,False
0.0,2019,6,17,1,True,False,False
0.0,2019,6,17,2,True,False,False
56.760000000000005,2019,6,17,3,True,False,False
100.97999999999999,2019,6,17,4,True,False,False
189.64,2019,6,17,5,True,False,False
463.98,2019,6,17,6,True,False,False
1011.3400000000001,2019,6,17,7,True,False,False
1133.6599999999999,2019,6,17,8,True,False,False
2976.1600000000003,2019,6,17,9,True,False,False
3240.3799999999997,2019,6,17,10,True,False,False
2266.44,2019,6,17,11,True,False,False
3869.8,2019,6,17,12,True,False,False
4114.66,2019,6,17,13,True,False,False
3845.82,2019,6,17,14,True,False,False
2943.82,2019,6,17,15,True,False,False
2255.22,2019,6,17,16,True,False,False
791.12,2019,6,17,17,True,False,False
275.44,2019,6,17,18,True,False,False
221.76,2019,6,17,19,True,False,False
58.080000000000005,2019,6,17,20,True,False,False
0.66,2019,6,17,21,True,False,False
0.0,2019,6,17,22,True,False,False
0.0,2019,6,17,23,True,False,False
0.0,2019,6,18,0,True,False,False
4.18,2019,6,18,1,True,False,False
94.82,2019,6,18,2,True,False,False
70.62,2019,6,18,3,True,False,False
328.46000000000004,2019,6,18,4,True,False,False
356.18,2019,6,18,5,True,False,False
1801.3600000000001,2019,6,18,6,True,False,False
3359.6200000000003,2019,6,18,7,True,False,False
4702.280000000001,2019,6,18,8,True,False,False
4546.96,2019,6,18,9,True,False,False
4764.54,2019,6,18,10,True,False,False
4527.82,2019,6,18,11,True,False,False
2339.4799999999996,2019,6,18,12,True,False,False
1934.02,2019,6,18,13,True,False,False
3318.26,2019,6,18,14,True,False,False
2743.4,2019,6,18,15,True,False,False
2020.0399999999997,2019,6,18,16,True,False,False
133.76,2019,6,18,17,True,False,False
136.4,2019,6,18,18,True,False,False
95.48,2019,6,18,19,True,False,False
15.400000000000002,2019,6,18,20,True,False,False
0.0,2019,6,18,21,True,False,False
0.0,2019,6,18,22,True,False,False
0.0,2019,6,18,23,True,False,False
0.0,2019,6,19,0,True,False,False
17.16,2019,6,19,1,True,False,False
128.92,2019,6,19,2,True,False,False
319.88,2019,6,19,3,True,False,False
738.3199999999999,2019,6,19,4,True,False,False
1505.02,2019,6,19,5,True,False,False
1360.26,2019,6,19,6,True,False,False
4126.9800000000005,2019,6,19,7,True,False,False
4502.52,2019,6,19,8,True,False,False
4870.8,2019,6,19,9,True,False,False
2815.7799999999997,2019,6,19,10,True,False,False
2170.96,2019,6,19,11,True,False,False
2782.56,2019,6,19,12,True,False,False
3239.94,2019,6,19,13,True,False,False
2850.1,2019,6,19,14,True,False,False
2231.24,2019,6,19,15,True,False,False
1491.82,2019,6,19,16,True,False,False
1060.18,2019,6,19,17,True,False,False
469.04,2019,6,19,18,True,False,False
248.82,2019,6,19,19,True,False,False
61.82000000000001,2019,6,19,20,True,False,False
0.0,2019,6,19,21,True,False,False
0.0,2019,6,19,22,True,False,False
0.0,2019,6,19,23,True,False,False
0.0,2019,6,20,0,True,False,False
6.6,2019,6,20,1,True,False,False
47.74,2019,6,20,2,True,False,False
124.29999999999998,2019,6,20,3,True,False,False
190.74,2019,6,20,4,True,False,False
767.5799999999999,2019,6,20,5,True,False,False
1278.1999999999998,2019,6,20,6,True,False,False
3302.6400000000003,2019,6,20,7,True,False,False
4363.259999999999,2019,6,20,8,True,False,False
4334.4400000000005,2019,6,20,9,True,False,False
3313.64,2019,6,20,10,True,False,False
2760.56,2019,6,20,11,True,False,False
2983.86,2019,6,20,12,True,False,False
3054.2599999999998,2019,6,20,13,True,False,False
2469.9399999999996,2019,6,20,14,True,False,False
2181.08,2019,6,20,15,True,False,False
328.68,2019,6,20,16,True,False,False
284.02,2019,6,20,17,True,False,False
216.48000000000002,2019,6,20,18,True,False,False
91.74,2019,6,20,19,True,False,False
37.18,2019,6,20,20,True,False,False
0.44,2019,6,20,21,True,False,False
0.0,2019,6,20,22,True,False,False
0.0,2019,6,20,23,True,False,False
0.0,2019,6,21,0,True,False,False
0.0,2019,6,21,1,True,False,False
36.52,2019,6,21,2,True,False,False
110.44,2019,6,21,3,True,False,False
403.92,2019,6,21,4,True,False,False
458.0400000000001,2019,6,21,5,True,False,False
445.71999999999997,2019,6,21,6,True,False,False
791.56,2019,6,21,7,True,False,False
891.8800000000001,2019,6,21,8,True,False,False
827.4200000000001,2019,6,21,9,True,False,False
792.22,2019,6,21,10,True,False,False
791.34,2019,6,21,11,True,False,False
1688.5,2019,6,21,12,True,False,False
896.4999999999999,2019,6,21,13,True,False,False
2632.52,2019,6,21,14,True,False,False
2363.02,2019,6,21,15,True,False,False
945.12,2019,6,21,16,True,False,False
459.14000000000004,2019,6,21,17,True,False,False
297.0,2019,6,21,18,True,False,False
155.32,2019,6,21,19,True,False,False
0.22,2019,6,21,20,True,False,False
0.0,2019,6,21,21,True,False,False
0.0,2019,6,21,22,True,False,False
0.0,2019,6,21,23,True,False,False
0.0,2019,6,22,0,True,False,False
5.9399999999999995,2019,6,22,1,True,False,False
62.480000000000004,2019,6,22,2,True,False,False
160.6,2019,6,22,3,True,False,False
449.46000000000004,2019,6,22,4,True,False,False
693.88,2019,6,22,5,True,False,False
1529.8799999999999,2019,6,22,6,True,False,False
1736.24,2019,6,22,7,True,False,False
2433.42,2019,6,22,8,True,False,False
1626.24,2019,6,22,9,True,False,False
1897.2800000000002,2019,6,22,10,True,False,False
2343.88,2019,6,22,11,True,False,False
2238.94,2019,6,22,12,True,False,False
2821.7200000000003,2019,6,22,13,True,False,False
2245.54,2019,6,22,14,True,False,False
2904.88,2019,6,22,15,True,False,False
1772.5400000000002,2019,6,22,16,True,False,False
922.24,2019,6,22,17,True,False,False
345.18000000000006,2019,6,22,18,True,False,False
130.68,2019,6,22,19,True,False,False
49.940000000000005,2019,6,22,20,True,False,False
1.1,2019,6,22,21,True,False,False
0.0,2019,6,22,22,True,False,False
0.0,2019,6,22,23,True,False,False
0.0,2019,6,23,0,True,False,False
10.12,2019,6,23,1,True,False,False
148.5,2019,6,23,2,True,False,False
356.18,2019,6,23,3,True,False,False
682.6600000000001,2019,6,23,4,True,False,False
1061.72,2019,6,23,5,True,False,False
1041.04,2019,6,23,6,True,False,False
1492.9199999999998,2019,6,23,7,True,False,False
2533.96,2019,6,23,8,True,False,False
2198.46,2019,6,23,9,True,False,False
1835.6800000000003,2019,6,23,10,True,False,False
1057.32,2019,6,23,11,True,False,False
1517.78,2019,6,23,12,True,False,False
1424.94,2019,6,23,13,True,False,False
1008.7,2019,6,23,14,True,False,False
901.7800000000001,2019,6,23,15,True,False,False
1014.64,2019,6,23,16,True,False,False
633.38,2019,6,23,17,True,False,False
367.62,2019,6,23,18,True,False,False
193.38,2019,6,23,19,True,False,False
81.18,2019,6,23,20,True,False,False
8.139999999999999,2019,6,23,21,True,False,False
0.0,2019,6,23,22,True,False,False
0.0,2019,6,23,23,True,False,False
0.0,2019,6,24,0,True,False,False
0.44,2019,6,24,1,True,False,False
23.32,2019,6,24,2,True,False,False
82.94,2019,6,24,3,True,False,False
297.88,2019,6,24,4,True,False,False
620.4,2019,6,24,5,True,False,False
1782.8799999999999,2019,6,24,6,True,False,False
2106.72,2019,6,24,7,True,False,False
3544.8599999999997,2019,6,24,8,True,False,False
5089.4800000000005,2019,6,24,9,True,False,False
5241.280000000001,2019,6,24,10,True,False,False
5156.8,2019,6,24,11,True,False,False
3998.2799999999997,2019,6,24,12,True,False,False
1929.8400000000001,2019,6,24,13,True,False,False
1285.24,2019,6,24,14,True,False,False
1514.48,2019,6,24,15,True,False,False
881.32,2019,6,24,16,True,False,False
609.4,2019,6,24,17,True,False,False
335.94,2019,6,24,18,True,False,False
351.34,2019,6,24,19,True,False,False
144.76000000000002,2019,6,24,20,True,False,False
19.139999999999997,2019,6,24,21,True,False,False
0.66,2019,6,24,22,True,False,False
0.0,2019,6,24,23,True,False,False
3.3,2019,6,25,0,True,False,False
29.26,2019,6,25,1,True,False,False
72.82000000000001,2019,6,25,2,True,False,False
212.29999999999998,2019,6,25,3,True,False,False
281.6,2019,6,25,4,True,False,False
419.54,2019,6,25,5,True,False,False
770.0,2019,6,25,6,True,False,False
942.2600000000001,2019,6,25,7,True,False,False
1592.3600000000001,2019,6,25,8,True,False,False
1344.64,2019,6,25,9,True,False,False
661.3199999999999,2019,6,25,10,True,False,False
161.92,2019,6,25,11,True,False,False
123.19999999999999,2019,6,25,12,True,False,False
88.22,2019,6,25,13,True,False,False
76.55999999999999,2019,6,25,14,True,False,False
63.36000000000001,2019,6,25,15,True,False,False
32.12,2019,6,25,16,True,False,False
55.0,2019,6,25,17,True,False,False
26.619999999999997,2019,6,25,18,True,False,False
12.979999999999999,2019,6,25,19,True,False,False
3.08,2019,6,25,20,True,False,False
0.0,2019,6,25,21,True,False,False
0.0,2019,6,25,22,True,False,False
0.0,2019,6,25,23,True,False,False
0.0,2019,6,26,0,True,False,False
0.0,2019,6,26,1,True,False,False
6.6,2019,6,26,2,True,False,False
63.58,2019,6,26,3,True,False,False
83.82000000000001,2019,6,26,4,True,False,False
162.14,2019,6,26,5,True,False,False
261.14,2019,6,26,6,True,False,False
123.85999999999999,2019,6,26,7,True,False,False
258.28,2019,6,26,8,True,False,False
472.78000000000003,2019,6,26,9,True,False,False
392.26,2019,6,26,10,True,False,False
550.88,2019,6,26,11,True,False,False
423.5,2019,6,26,12,True,False,False
461.55999999999995,2019,6,26,13,True,False,False
225.72,2019,6,26,14,True,False,False
133.54,2019,6,26,15,True,False,False
65.78,2019,6,26,16,True,False,False
31.680000000000003,2019,6,26,17,True,False,False
13.42,2019,6,26,18,True,False,False
13.64,2019,6,26,19,True,False,False
2.64,2019,6,26,20,True,False,False
0.0,2019,6,26,21,True,False,False
0.0,2019,6,26,22,True,False,False
0.0,2019,6,26,23,True,False,False
0.0,2019,6,27,0,True,False,False
0.0,2019,6,27,1,True,False,False
1.1,2019,6,27,2,True,False,False
13.86,2019,6,27,3,True,False,False
21.78,2019,6,27,4,True,False,False
26.619999999999997,2019,6,27,5,True,False,False
45.54,2019,6,27,6,True,False,False
56.32,2019,6,27,7,True,False,False
51.260000000000005,2019,6,27,8,True,False,False
139.92000000000002,2019,6,27,9,True,False,False
168.29999999999998,2019,6,27,10,True,False,False
210.32,2019,6,27,11,True,False,False
154.44,2019,6,27,12,True,False,False
108.9,2019,6,27,13,True,False,False
101.2,2019,6,27,14,True,False,False
60.940000000000005,2019,6,27,15,True,False,False
491.26000000000005,2019,6,27,16,True,False,False
438.24,2019,6,27,17,True,False,False
393.14,2019,6,27,18,True,False,False
271.70000000000005,2019,6,27,19,True,False,False
31.680000000000003,2019,6,27,20,True,False,False
0.0,2019,6,27,21,True,False,False
0.0,2019,6,27,22,True,False,False
0.0,2019,6,27,23,True,False,False
0.0,2019,6,28,0,True,False,False
2.64,2019,6,28,1,True,False,False
27.28,2019,6,28,2,True,False,False
160.6,2019,6,28,3,True,False,False
268.18,2019,6,28,4,True,False,False
628.98,2019,6,28,5,True,False,False
552.4200000000001,2019,6,28,6,True,False,False
877.58,2019,6,28,7,True,False,False
1194.6,2019,6,28,8,True,False,False
917.18,2019,6,28,9,True,False,False
909.0400000000001,2019,6,28,10,True,False,False
658.6800000000001,2019,6,28,11,True,False,False
819.9399999999999,2019,6,28,12,True,False,False
481.36,2019,6,28,13,True,False,False
369.82,2019,6,28,14,True,False,False
825.22,2019,6,28,15,True,False,False
651.64,2019,6,28,16,True,False,False
191.18,2019,6,28,17,True,False,False
149.82000000000002,2019,6,28,18,True,False,False
98.78,2019,6,28,19,True,False,False
3.08,2019,6,28,20,True,False,False
0.0,2019,6,28,21,True,False,False
0.0,2019,6,28,22,True,False,False
0.0,2019,6,28,23,True,False,False
0.0,2019,6,29,0,True,False,False
1.9799999999999998,2019,6,29,1,True,False,False
66.22,2019,6,29,2,True,False,False
178.42000000000002,2019,6,29,3,True,False,False
217.58,2019,6,29,4,True,False,False
520.08,2019,6,29,5,True,False,False
725.34,2019,6,29,6,True,False,False
875.38,2019,6,29,7,True,False,False
676.0600000000001,2019,6,29,8,True,False,False
1195.92,2019,6,29,9,True,False,False
1282.8200000000002,2019,6,29,10,True,False,False
924.2199999999999,2019,6,29,11,True,False,False
697.84,2019,6,29,12,True,False,False
521.4,2019,6,29,13,True,False,False
415.58,2019,6,29,14,True,False,False
317.90000000000003,2019,6,29,15,True,False,False
132.66,2019,6,29,16,True,False,False
111.1,2019,6,29,17,True,False,False
72.82000000000001,2019,6,29,18,True,False,False
34.32,2019,6,29,19,True,False,False
0.0,2019,6,29,20,True,False,False
0.0,2019,6,29,21,True,False,False
0.0,2019,6,29,22,True,False,False
0.0,2019,6,29,23,True,False,False
0.0,2019,6,30,0,True,False,False
0.0,2019,6,30,1,True,False,False
0.88,2019,6,30,2,True,False,False
47.3,2019,6,30,3,True,False,False
157.29999999999998,2019,6,30,4,True,False,False
295.46,2019,6,30,5,True,False,False
459.79999999999995,2019,6,30,6,True,False,False
323.4,2019,6,30,7,True,False,False
501.38000000000005,2019,6,30,8,True,False,False
337.92,2019,6,30,9,True,False,False
921.58,2019,6,30,10,True,False,False
706.86,2019,6,30,11,True,False,False
373.34000000000003,2019,6,30,12,True,False,False
447.26,2019,6,30,13,True,False,False
403.04,2019,6,30,14,True,False,False
203.28,2019,6,30,15,True,False,False
66.0,2019,6,30,16,True,False,False
264.0,2019,6,30,17,True,False,False
509.08000000000004,2019,6,30,18,True,False,False
124.74,2019,6,30,19,True,False,False
0.0,2019,6,30,20,True,False,False
0.0,2019,6,30,21,True,False,False
0.0,2019,6,30,22,True,False,False
0.0,2019,6,30,23,True,False,False
0.0,2019,7,1,0,True,False,False
0.0,2019,7,1,1,True,False,False
33.66,2019,7,1,2,True,False,False
121.66000000000001,2019,7,1,3,True,False,False
212.51999999999998,2019,7,1,4,True,False,False
313.94,2019,7,1,5,True,False,False
506.87999999999994,2019,7,1,6,True,False,False
500.06,2019,7,1,7,True,False,False
526.9,2019,7,1,8,True,False,False
896.7199999999999,2019,7,1,9,True,False,False
1140.0400000000002,2019,7,1,10,True,False,False
705.3199999999999,2019,7,1,11,True,False,False
