time,index,pv_measurement
2019-01-11 14:00:00,255,0.0
2019-01-11 15:00:00,256,0.0
2019-01-11 16:00:00,257,0.0
2019-01-11 17:00:00,258,0.0
2019-01-11 18:00:00,259,0.0
2019-01-11 19:00:00,260,0.0
2019-01-11 20:00:00,261,0.0
2019-01-11 21:00:00,262,0.0
2019-01-11 22:00:00,263,0.0
2019-01-11 23:00:00,264,0.0
2019-01-12 00:00:00,265,0.0
2019-01-12 01:00:00,266,0.0
2019-01-12 02:00:00,267,0.0
2019-01-12 03:00:00,268,0.0
2019-01-12 04:00:00,269,0.0
2019-01-12 05:00:00,270,0.0
2019-01-12 06:00:00,271,0.0
2019-01-12 07:00:00,272,0.0
2019-01-12 08:00:00,273,0.0
2019-01-12 09:00:00,274,2.5875
2019-01-12 10:00:00,275,12.075
2019-01-12 11:00:00,276,25.0125
2019-01-12 12:00:00,277,16.3875
2019-01-12 13:00:00,278,9.4875
2019-01-12 14:00:00,279,0.0
2019-01-12 15:00:00,280,0.0
2019-01-12 16:00:00,281,0.0
2019-01-12 17:00:00,282,0.0
2019-01-12 18:00:00,283,0.0
2019-01-12 19:00:00,284,0.0
2019-01-12 20:00:00,285,0.0
2019-01-12 21:00:00,286,0.0
2019-01-12 22:00:00,287,0.0
2019-01-12 23:00:00,288,0.0
2019-01-13 00:00:00,289,0.0
2019-01-13 01:00:00,290,0.0
2019-01-13 02:00:00,291,0.0
2019-01-13 03:00:00,292,0.0
2019-01-13 04:00:00,293,0.0
2019-01-13 05:00:00,294,0.0
2019-01-13 06:00:00,295,0.0
2019-01-13 07:00:00,296,0.0
2019-01-13 08:00:00,297,0.0
2019-01-13 09:00:00,298,0.0
2019-01-13 10:00:00,299,2.5875
2019-01-13 11:00:00,300,3.45
2019-01-13 12:00:00,301,6.9
2019-01-13 13:00:00,302,3.45
2019-01-13 14:00:00,303,0.0
2019-01-13 15:00:00,304,0.0
2019-01-13 16:00:00,305,0.0
2019-01-13 17:00:00,306,0.0
2019-01-13 18:00:00,307,0.0
2019-01-13 19:00:00,308,0.0
2019-01-13 20:00:00,309,0.0
2019-01-13 21:00:00,310,0.0
2019-01-13 22:00:00,311,0.0
2019-01-13 23:00:00,312,0.0
2019-01-14 00:00:00,313,0.0
2019-01-14 01:00:00,314,0.0
2019-01-14 02:00:00,315,0.0
2019-01-14 03:00:00,316,0.0
2019-01-14 04:00:00,317,0.0
2019-01-14 05:00:00,318,0.0
2019-01-14 06:00:00,319,0.0
2019-01-14 07:00:00,320,0.0
2019-01-14 08:00:00,321,0.0
2019-01-14 09:00:00,322,4.3125
2019-01-14 10:00:00,323,14.6625
2019-01-14 11:00:00,324,4.3125
2019-01-14 12:00:00,325,8.625
2019-01-14 13:00:00,326,2.5875
2019-01-18 12:00:00,421,0.8625
2019-01-18 13:00:00,422,0.0
2019-01-18 14:00:00,423,0.0
2019-01-18 15:00:00,424,0.0
2019-01-18 16:00:00,425,0.0
2019-01-18 17:00:00,426,0.0
2019-01-18 18:00:00,427,0.0
2019-01-18 19:00:00,428,0.0
2019-01-18 20:00:00,429,0.0
2019-01-18 21:00:00,430,0.0
2019-01-18 22:00:00,431,0.0
2019-01-18 23:00:00,432,0.0
2019-01-19 00:00:00,433,0.0
2019-01-19 01:00:00,434,0.0
2019-01-19 02:00:00,435,0.0
2019-01-19 03:00:00,436,0.0
2019-01-19 04:00:00,437,0.0
2019-01-19 05:00:00,438,0.0
2019-01-19 06:00:00,439,0.0
2019-01-19 07:00:00,440,0.0
2019-01-19 08:00:00,441,0.0
2019-01-19 09:00:00,442,0.0
2019-01-19 10:00:00,443,0.0
2019-01-19 11:00:00,444,0.8625
2019-01-26 09:00:00,610,4.3125
2019-01-26 10:00:00,611,8.625
2019-01-26 11:00:00,612,6.9
2019-01-26 12:00:00,613,4.3125
2019-01-26 13:00:00,614,1.725
2019-01-26 14:00:00,615,0.0
2019-01-26 15:00:00,616,0.0
2019-01-26 16:00:00,617,0.0
2019-01-26 17:00:00,618,0.0
2019-01-26 18:00:00,619,0.0
2019-01-26 19:00:00,620,0.0
2019-01-26 20:00:00,621,0.0
2019-01-26 21:00:00,622,0.0
2019-01-26 22:00:00,623,0.0
2019-01-26 23:00:00,624,0.0
2019-01-27 00:00:00,625,0.0
2019-01-27 01:00:00,626,0.0
2019-01-27 02:00:00,627,0.0
2019-01-27 03:00:00,628,0.0
2019-01-27 04:00:00,629,0.0
2019-01-27 05:00:00,630,0.0
2019-01-27 06:00:00,631,0.0
2019-01-27 07:00:00,632,0.0
2019-01-27 08:00:00,633,0.0
2019-01-27 09:00:00,634,7.7625
2019-01-28 14:00:00,663,1.725
2019-01-28 15:00:00,664,0.0
2019-01-28 16:00:00,665,0.0
2019-01-28 17:00:00,666,0.0
2019-01-28 18:00:00,667,0.0
2019-01-28 19:00:00,668,0.0
2019-01-28 20:00:00,669,0.0
2019-01-28 21:00:00,670,0.0
2019-01-28 22:00:00,671,0.0
2019-01-28 23:00:00,672,0.0
2019-01-29 00:00:00,673,0.0
2019-01-29 01:00:00,674,0.0
2019-01-29 02:00:00,675,0.0
2019-01-29 03:00:00,676,0.0
2019-01-29 04:00:00,677,0.0
2019-01-29 05:00:00,678,0.0
2019-01-29 06:00:00,679,0.0
2019-01-29 07:00:00,680,0.0
2019-01-29 08:00:00,681,0.0
2019-01-29 09:00:00,682,22.425
2019-01-29 10:00:00,683,18.1125
2019-01-29 11:00:00,684,12.075
2019-01-29 12:00:00,685,11.2125
2019-01-29 13:00:00,686,4.3125
2019-01-29 14:00:00,687,0.0
2019-01-29 15:00:00,688,0.0
2019-01-29 16:00:00,689,0.0
2019-01-29 17:00:00,690,0.0
2019-01-29 18:00:00,691,0.0
2019-01-29 19:00:00,692,0.0
2019-01-29 20:00:00,693,0.0
2019-01-29 21:00:00,694,0.0
2019-01-29 22:00:00,695,0.0
2019-01-29 23:00:00,696,0.0
2019-01-30 00:00:00,697,0.0
2019-01-30 01:00:00,698,0.0
2019-01-30 02:00:00,699,0.0
2019-01-30 03:00:00,700,0.0
2019-01-30 04:00:00,701,0.0
2019-01-30 05:00:00,702,0.0
2019-01-30 06:00:00,703,0.0
2019-01-30 07:00:00,704,0.0
2019-01-30 08:00:00,705,0.8625
2019-01-30 09:00:00,706,12.075
2019-01-30 10:00:00,707,6.9
2019-01-30 11:00:00,708,6.9
2019-01-30 12:00:00,709,6.9
2019-01-30 13:00:00,710,6.9
2019-01-30 14:00:00,711,6.9
2019-01-30 15:00:00,712,6.9
2019-01-30 16:00:00,713,6.9
2019-01-30 17:00:00,714,0.0
2019-01-30 18:00:00,715,0.0
2019-01-30 19:00:00,716,0.0
2019-01-30 20:00:00,717,0.0
2019-01-30 21:00:00,718,0.0
2019-01-30 22:00:00,719,0.0
2019-01-30 23:00:00,720,0.0
2019-01-31 00:00:00,721,0.0
2019-01-31 01:00:00,722,0.0
2019-01-31 02:00:00,723,0.0
2019-01-31 03:00:00,724,0.0
2019-01-31 04:00:00,725,0.0
2019-01-31 05:00:00,726,0.0
2019-01-31 06:00:00,727,0.0
2019-01-31 07:00:00,728,0.0
2019-01-31 08:00:00,729,1.725
2019-01-31 09:00:00,730,7.7625
2019-01-31 10:00:00,731,18.1125
2019-01-31 11:00:00,732,25.0125
2019-01-31 12:00:00,733,30.1875
2019-01-31 13:00:00,734,18.1125
2019-01-31 14:00:00,735,2.5875
2019-01-31 15:00:00,736,0.0
2019-01-31 16:00:00,737,0.0
2019-01-31 17:00:00,738,0.0
2019-01-31 18:00:00,739,0.0
2019-01-31 19:00:00,740,0.0
2019-01-31 20:00:00,741,0.0
2019-01-31 21:00:00,742,0.0
2019-01-31 22:00:00,743,0.0
2019-01-31 23:00:00,744,0.0
2019-02-01 00:00:00,745,0.0
2019-02-01 01:00:00,746,0.0
2019-02-01 02:00:00,747,0.0
2019-02-01 03:00:00,748,0.0
2019-02-01 04:00:00,749,0.0
2019-02-01 05:00:00,750,0.0
2019-02-01 06:00:00,751,0.0
2019-02-01 07:00:00,752,0.0
2019-02-01 08:00:00,753,6.9
2019-02-01 09:00:00,754,32.775
2019-02-01 10:00:00,755,33.637499999999996
2019-02-01 11:00:00,756,22.425
2019-02-01 12:00:00,757,11.2125
2019-02-01 13:00:00,758,13.8
2019-02-01 14:00:00,759,4.3125
2019-02-01 15:00:00,760,0.0
2019-02-01 16:00:00,761,0.0
2019-02-01 17:00:00,762,0.0
2019-02-01 18:00:00,763,0.0
2019-02-01 19:00:00,764,0.0
2019-02-01 20:00:00,765,0.0
2019-02-01 21:00:00,766,0.0
2019-02-01 22:00:00,767,0.0
2019-02-01 23:00:00,768,0.0
2019-02-02 00:00:00,769,0.0
2019-02-02 01:00:00,770,0.0
2019-02-02 02:00:00,771,0.0
2019-02-02 03:00:00,772,0.0
2019-02-02 04:00:00,773,0.0
2019-02-02 05:00:00,774,0.0
2019-02-02 06:00:00,775,0.0
2019-02-02 07:00:00,776,0.0
2019-02-02 08:00:00,777,1.725
2019-02-02 09:00:00,778,13.8
2019-02-02 10:00:00,779,23.2875
2019-02-02 11:00:00,780,25.0125
2019-02-02 12:00:00,781,15.525
2019-02-02 13:00:00,782,7.7625
2019-02-02 14:00:00,783,2.5875
2019-02-02 15:00:00,784,0.0
2019-02-02 16:00:00,785,0.0
2019-02-02 17:00:00,786,0.0
2019-02-02 18:00:00,787,0.0
2019-02-02 19:00:00,788,0.0
2019-02-02 20:00:00,789,0.0
2019-02-02 21:00:00,790,0.0
2019-02-02 22:00:00,791,0.0
2019-02-02 23:00:00,792,0.0
2019-02-03 00:00:00,793,0.0
2019-02-03 01:00:00,794,0.0
2019-02-03 02:00:00,795,0.0
2019-02-03 03:00:00,796,0.0
2019-02-03 04:00:00,797,0.0
2019-02-03 05:00:00,798,0.0
2019-02-03 06:00:00,799,0.0
2019-02-03 07:00:00,800,0.0
2019-02-03 08:00:00,801,4.3125
2019-02-03 09:00:00,802,19.8375
2019-02-03 10:00:00,803,43.125
2019-02-03 11:00:00,804,42.2625
2019-02-03 12:00:00,805,32.775
2019-02-03 13:00:00,806,17.25
2019-02-03 14:00:00,807,11.2125
2019-02-03 15:00:00,808,0.0
2019-02-03 16:00:00,809,0.0
2019-02-03 17:00:00,810,0.0
2019-02-03 18:00:00,811,0.0
2019-02-03 19:00:00,812,0.0
2019-02-03 20:00:00,813,0.0
2019-02-03 21:00:00,814,0.0
2019-02-03 22:00:00,815,0.0
2019-02-03 23:00:00,816,0.0
2019-02-04 00:00:00,817,0.0
2019-02-04 01:00:00,818,0.0
2019-02-04 02:00:00,819,0.0
2019-02-04 03:00:00,820,0.0
2019-02-04 04:00:00,821,0.0
2019-02-04 05:00:00,822,0.0
2019-02-04 06:00:00,823,0.0
2019-02-04 07:00:00,824,0.0
2019-02-04 08:00:00,825,0.0
2019-02-04 09:00:00,826,9.4875
2019-02-04 10:00:00,827,18.975
2019-02-04 11:00:00,828,5.175
2019-02-04 12:00:00,829,6.9
2019-02-04 13:00:00,830,0.0
2019-02-04 14:00:00,831,0.0
2019-02-04 15:00:00,832,0.0
2019-02-04 16:00:00,833,0.0
2019-02-04 17:00:00,834,0.0
2019-02-04 18:00:00,835,0.0
2019-02-04 19:00:00,836,0.0
2019-02-04 20:00:00,837,0.0
2019-02-04 21:00:00,838,0.0
2019-02-04 22:00:00,839,0.0
2019-02-04 23:00:00,840,0.0
2019-02-05 00:00:00,841,0.0
2019-02-05 01:00:00,842,0.0
2019-02-05 02:00:00,843,0.0
2019-02-05 03:00:00,844,0.0
2019-02-05 04:00:00,845,0.0
2019-02-05 05:00:00,846,0.0
2019-02-05 06:00:00,847,0.0
2019-02-05 07:00:00,848,0.0
2019-02-05 08:00:00,849,0.0
2019-02-05 09:00:00,850,2.5875
2019-02-05 10:00:00,851,1.725
2019-02-05 11:00:00,852,6.0375
2019-02-05 12:00:00,853,17.25
2019-02-05 13:00:00,854,7.7625
2019-02-05 14:00:00,855,0.0
2019-02-05 15:00:00,856,0.0
2019-02-05 16:00:00,857,0.0
2019-02-05 17:00:00,858,0.0
2019-02-05 18:00:00,859,0.0
2019-02-05 19:00:00,860,0.0
2019-02-05 20:00:00,861,0.0
2019-02-05 21:00:00,862,0.0
2019-02-05 22:00:00,863,0.0
2019-02-05 23:00:00,864,0.0
2019-02-06 00:00:00,865,0.0
2019-02-06 01:00:00,866,0.0
2019-02-06 02:00:00,867,0.0
2019-02-06 03:00:00,868,0.0
2019-02-06 04:00:00,869,0.0
2019-02-06 05:00:00,870,0.0
2019-02-06 06:00:00,871,0.0
2019-02-06 07:00:00,872,0.0
2019-02-06 08:00:00,873,4.3125
2019-02-06 09:00:00,874,17.25
2019-02-06 10:00:00,875,22.425
2019-02-06 11:00:00,876,26.7375
2019-02-06 12:00:00,877,18.975
2019-02-06 13:00:00,878,10.35
2019-02-06 14:00:00,879,0.8625
2019-02-06 15:00:00,880,0.0
2019-02-06 16:00:00,881,0.0
2019-02-06 17:00:00,882,0.0
2019-02-06 18:00:00,883,0.0
2019-02-06 19:00:00,884,0.0
2019-02-06 20:00:00,885,0.0
2019-02-06 21:00:00,886,0.0
2019-02-06 22:00:00,887,0.0
2019-02-06 23:00:00,888,0.0
2019-02-07 00:00:00,889,0.0
2019-02-07 01:00:00,890,0.0
2019-02-07 02:00:00,891,0.0
2019-02-07 03:00:00,892,0.0
2019-02-07 04:00:00,893,0.0
2019-02-07 05:00:00,894,0.0
2019-02-07 06:00:00,895,0.0
2019-02-07 07:00:00,896,0.0
2019-02-07 08:00:00,897,0.8625
2019-02-07 09:00:00,898,1.725
2019-02-07 10:00:00,899,9.4875
2019-02-07 11:00:00,900,12.075
2019-02-07 12:00:00,901,1.725
2019-02-07 13:00:00,902,0.8625
2019-02-07 14:00:00,903,0.0
2019-02-07 15:00:00,904,0.0
2019-02-07 16:00:00,905,0.0
2019-02-07 17:00:00,906,0.0
2019-02-07 18:00:00,907,0.0
2019-02-07 19:00:00,908,0.0
2019-02-07 20:00:00,909,0.0
2019-02-07 21:00:00,910,0.0
2019-02-07 22:00:00,911,0.0
2019-02-07 23:00:00,912,0.0
2019-02-08 00:00:00,913,0.0
2019-02-08 01:00:00,914,0.0
2019-02-08 02:00:00,915,0.0
2019-02-08 03:00:00,916,0.0
2019-02-08 04:00:00,917,0.0
2019-02-08 05:00:00,918,0.0
2019-02-08 06:00:00,919,0.0
2019-02-08 07:00:00,920,0.0
2019-02-08 08:00:00,921,5.175
2019-02-08 09:00:00,922,5.175
2019-02-08 10:00:00,923,12.9375
2019-02-08 11:00:00,924,19.8375
2019-02-08 12:00:00,925,17.25
2019-02-08 13:00:00,926,4.3125
2019-02-08 14:00:00,927,0.0
2019-02-08 15:00:00,928,0.0
2019-02-08 16:00:00,929,0.0
2019-02-08 17:00:00,930,0.0
2019-02-08 18:00:00,931,0.0
2019-02-08 19:00:00,932,0.0
2019-02-08 20:00:00,933,0.0
2019-02-08 21:00:00,934,0.0
2019-02-08 22:00:00,935,0.0
2019-02-08 23:00:00,936,0.0
2019-02-09 00:00:00,937,0.0
2019-02-09 01:00:00,938,0.0
2019-02-09 02:00:00,939,0.0
2019-02-09 03:00:00,940,0.0
2019-02-09 04:00:00,941,0.0
2019-02-09 05:00:00,942,0.0
2019-02-09 06:00:00,943,0.0
2019-02-09 07:00:00,944,3.45
2019-02-09 08:00:00,945,3.45
2019-02-09 09:00:00,946,40.5375
2019-02-09 10:00:00,947,58.65
2019-02-09 11:00:00,948,65.55
2019-02-09 12:00:00,949,42.2625
2019-02-09 13:00:00,950,20.7
2019-02-09 14:00:00,951,6.9
2019-02-09 15:00:00,952,4.3125
2019-02-09 16:00:00,953,0.0
2019-02-09 17:00:00,954,0.0
2019-02-09 18:00:00,955,0.0
2019-02-09 19:00:00,956,0.0
2019-02-09 20:00:00,957,0.0
2019-02-09 21:00:00,958,0.0
2019-02-09 22:00:00,959,0.0
2019-02-09 23:00:00,960,0.0
2019-02-10 00:00:00,961,0.0
2019-02-10 01:00:00,962,0.0
2019-02-10 02:00:00,963,0.0
2019-02-10 03:00:00,964,0.0
2019-02-10 04:00:00,965,0.0
2019-02-10 05:00:00,966,0.0
2019-02-10 06:00:00,967,0.0
2019-02-10 07:00:00,968,0.0
2019-02-10 08:00:00,969,0.0
2019-02-10 09:00:00,970,0.0
2019-02-10 10:00:00,971,0.8625
2019-02-10 11:00:00,972,7.7625
2019-02-10 12:00:00,973,15.525
2019-02-10 13:00:00,974,22.425
2019-02-10 14:00:00,975,10.35
2019-02-13 08:00:00,1041,14.6625
2019-02-13 09:00:00,1042,56.925
2019-02-13 10:00:00,1043,56.925
2019-02-13 11:00:00,1044,71.5875
2019-02-13 12:00:00,1045,77.625
2019-02-13 13:00:00,1046,53.475
2019-02-13 14:00:00,1047,23.2875
2019-02-13 15:00:00,1048,0.0
2019-02-13 16:00:00,1049,0.0
2019-02-13 17:00:00,1050,0.0
2019-02-13 18:00:00,1051,0.0
2019-02-13 19:00:00,1052,0.0
2019-02-13 20:00:00,1053,0.0
2019-02-13 21:00:00,1054,0.0
2019-02-13 22:00:00,1055,0.0
2019-02-13 23:00:00,1056,0.0
2019-02-14 00:00:00,1057,0.0
2019-02-14 01:00:00,1058,0.0
2019-02-14 02:00:00,1059,0.0
2019-02-14 03:00:00,1060,0.0
2019-02-14 04:00:00,1061,0.0
2019-02-14 05:00:00,1062,0.0
2019-02-14 06:00:00,1063,0.0
2019-02-14 07:00:00,1064,0.0
2019-02-14 08:00:00,1065,27.6
2019-02-14 09:00:00,1066,39.675
2019-02-14 10:00:00,1067,79.35
2019-02-14 11:00:00,1068,128.51250000000002
2019-02-14 12:00:00,1069,117.3
2019-02-14 13:00:00,1070,82.8
2019-02-14 14:00:00,1071,39.675
2019-02-14 15:00:00,1072,6.0375
2019-02-14 16:00:00,1073,0.0
2019-02-14 17:00:00,1074,0.0
2019-02-14 18:00:00,1075,0.0
2019-02-14 19:00:00,1076,0.0
2019-02-14 20:00:00,1077,0.0
2019-02-14 21:00:00,1078,0.0
2019-02-14 22:00:00,1079,0.0
2019-02-14 23:00:00,1080,0.0
2019-02-15 00:00:00,1081,0.0
